COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code commune;Code commune;37263;Truyes;CHAR;5
CODGEO;Code commune;Code commune;37264;Vallères;CHAR;5
CODGEO;Code commune;Code commune;37265;Varennes;CHAR;5
CODGEO;Code commune;Code commune;37266;Veigné;CHAR;5
CODGEO;Code commune;Code commune;37267;Véretz;CHAR;5
CODGEO;Code commune;Code commune;37268;Verneuil-le-Château;CHAR;5
CODGEO;Code commune;Code commune;37269;Verneuil-sur-Indre;CHAR;5
CODGEO;Code commune;Code commune;37270;Vernou-sur-Brenne;CHAR;5
CODGEO;Code commune;Code commune;37271;Villaines-les-Rochers;CHAR;5
CODGEO;Code commune;Code commune;37272;Villandry;CHAR;5
CODGEO;Code commune;Code commune;37273;La Ville-aux-Dames;CHAR;5
CODGEO;Code commune;Code commune;37274;Villebourg;CHAR;5
CODGEO;Code commune;Code commune;37275;Villedômain;CHAR;5
CODGEO;Code commune;Code commune;37276;Villedômer;CHAR;5
CODGEO;Code commune;Code commune;37277;Villeloin-Coulangé;CHAR;5
CODGEO;Code commune;Code commune;37278;Villeperdue;CHAR;5
CODGEO;Code commune;Code commune;37279;Villiers-au-Bouin;CHAR;5
CODGEO;Code commune;Code commune;37280;Vou;CHAR;5
CODGEO;Code commune;Code commune;37281;Vouvray;CHAR;5
CODGEO;Code commune;Code commune;37282;Yzeures-sur-Creuse;CHAR;5
CODGEO;Code commune;Code commune;38001;Les Abrets en Dauphiné;CHAR;5
CODGEO;Code commune;Code commune;38002;Les Adrets;CHAR;5
CODGEO;Code commune;Code commune;38003;Agnin;CHAR;5
CODGEO;Code commune;Code commune;38004;L'Albenc;CHAR;5
CODGEO;Code commune;Code commune;38005;Allemond;CHAR;5
CODGEO;Code commune;Code commune;38006;Allevard;CHAR;5
CODGEO;Code commune;Code commune;38008;Ambel;CHAR;5
CODGEO;Code commune;Code commune;38009;Anjou;CHAR;5
CODGEO;Code commune;Code commune;38010;Annoisin-Chatelans;CHAR;5
CODGEO;Code commune;Code commune;38011;Anthon;CHAR;5
CODGEO;Code commune;Code commune;38012;Aoste;CHAR;5
CODGEO;Code commune;Code commune;38013;Apprieu;CHAR;5
CODGEO;Code commune;Code commune;38015;Artas;CHAR;5
CODGEO;Code commune;Code commune;38017;Assieu;CHAR;5
CODGEO;Code commune;Code commune;38018;Auberives-en-Royans;CHAR;5
CODGEO;Code commune;Code commune;38019;Auberives-sur-Varèze;CHAR;5
CODGEO;Code commune;Code commune;38020;Auris;CHAR;5
CODGEO;Code commune;Code commune;38022;Les Avenières Veyrins-Thuellin;CHAR;5
CODGEO;Code commune;Code commune;38023;Avignonet;CHAR;5
CODGEO;Code commune;Code commune;38026;La Balme-les-Grottes;CHAR;5
CODGEO;Code commune;Code commune;38027;Barraux;CHAR;5
CODGEO;Code commune;Code commune;38029;La Bâtie-Montgascon;CHAR;5
CODGEO;Code commune;Code commune;38030;Beaucroissant;CHAR;5
CODGEO;Code commune;Code commune;38031;Beaufin;CHAR;5
CODGEO;Code commune;Code commune;38032;Beaufort;CHAR;5
CODGEO;Code commune;Code commune;38033;Beaulieu;CHAR;5
CODGEO;Code commune;Code commune;38034;Beaurepaire;CHAR;5
CODGEO;Code commune;Code commune;38035;Beauvoir-de-Marc;CHAR;5
CODGEO;Code commune;Code commune;38036;Beauvoir-en-Royans;CHAR;5
CODGEO;Code commune;Code commune;38037;Bellegarde-Poussieu;CHAR;5
CODGEO;Code commune;Code commune;38038;Belmont;CHAR;5
CODGEO;Code commune;Code commune;38039;Bernin;CHAR;5
CODGEO;Code commune;Code commune;38040;Besse;CHAR;5
CODGEO;Code commune;Code commune;38041;Bessins;CHAR;5
CODGEO;Code commune;Code commune;38042;Bévenais;CHAR;5
CODGEO;Code commune;Code commune;38043;Bilieu;CHAR;5
CODGEO;Code commune;Code commune;38044;Biol;CHAR;5
CODGEO;Code commune;Code commune;38045;Biviers;CHAR;5
CODGEO;Code commune;Code commune;38046;Bizonnes;CHAR;5
CODGEO;Code commune;Code commune;38047;Blandin;CHAR;5
CODGEO;Code commune;Code commune;38048;Bonnefamille;CHAR;5
CODGEO;Code commune;Code commune;38049;Bossieu;CHAR;5
CODGEO;Code commune;Code commune;38050;Le Bouchage;CHAR;5
CODGEO;Code commune;Code commune;38051;Bougé-Chambalud;CHAR;5
CODGEO;Code commune;Code commune;38052;Le Bourg-d'Oisans;CHAR;5
CODGEO;Code commune;Code commune;38053;Bourgoin-Jallieu;CHAR;5
CODGEO;Code commune;Code commune;38054;Bouvesse-Quirieu;CHAR;5
CODGEO;Code commune;Code commune;38055;Brangues;CHAR;5
CODGEO;Code commune;Code commune;38056;Bressieux;CHAR;5
CODGEO;Code commune;Code commune;38057;Bresson;CHAR;5
CODGEO;Code commune;Code commune;38058;Brézins;CHAR;5
CODGEO;Code commune;Code commune;38059;Brié-et-Angonnes;CHAR;5
CODGEO;Code commune;Code commune;38060;Brion;CHAR;5
CODGEO;Code commune;Code commune;38061;La Buisse;CHAR;5
CODGEO;Code commune;Code commune;38062;La Buissière;CHAR;5
CODGEO;Code commune;Code commune;38063;Burcin;CHAR;5
CODGEO;Code commune;Code commune;38064;Cessieu;CHAR;5
CODGEO;Code commune;Code commune;38065;Châbons;CHAR;5
CODGEO;Code commune;Code commune;38066;Chalon;CHAR;5
CODGEO;Code commune;Code commune;38067;Chamagnieu;CHAR;5
CODGEO;Code commune;Code commune;38068;Champagnier;CHAR;5
CODGEO;Code commune;Code commune;38069;Champier;CHAR;5
CODGEO;Code commune;Code commune;38070;Le Champ-près-Froges;CHAR;5
CODGEO;Code commune;Code commune;38071;Champ-sur-Drac;CHAR;5
CODGEO;Code commune;Code commune;38072;Chanas;CHAR;5
CODGEO;Code commune;Code commune;38073;Chantepérier;CHAR;5
CODGEO;Code commune;Code commune;38074;Chantesse;CHAR;5
CODGEO;Code commune;Code commune;38075;Chapareillan;CHAR;5
CODGEO;Code commune;Code commune;38076;La Chapelle-de-la-Tour;CHAR;5
CODGEO;Code commune;Code commune;38077;La Chapelle-de-Surieu;CHAR;5
CODGEO;Code commune;Code commune;38078;La Chapelle-du-Bard;CHAR;5
CODGEO;Code commune;Code commune;38080;Charancieu;CHAR;5
CODGEO;Code commune;Code commune;38081;Charantonnay;CHAR;5
CODGEO;Code commune;Code commune;38082;Charavines;CHAR;5
CODGEO;Code commune;Code commune;38083;Charette;CHAR;5
CODGEO;Code commune;Code commune;38084;Charnècles;CHAR;5
CODGEO;Code commune;Code commune;38085;Charvieu-Chavagneux;CHAR;5
CODGEO;Code commune;Code commune;38086;Chasselay;CHAR;5
CODGEO;Code commune;Code commune;38087;Chasse-sur-Rhône;CHAR;5
CODGEO;Code commune;Code commune;38089;Chassignieu;CHAR;5
CODGEO;Code commune;Code commune;38090;Château-Bernard;CHAR;5
CODGEO;Code commune;Code commune;38091;Châteauvilain;CHAR;5
CODGEO;Code commune;Code commune;38092;Châtelus;CHAR;5
CODGEO;Code commune;Code commune;38093;Châtenay;CHAR;5
CODGEO;Code commune;Code commune;38094;Châtonnay;CHAR;5
CODGEO;Code commune;Code commune;38095;Chatte;CHAR;5
CODGEO;Code commune;Code commune;38097;Chavanoz;CHAR;5
CODGEO;Code commune;Code commune;38098;Chélieu;CHAR;5
CODGEO;Code commune;Code commune;38099;Chevrières;CHAR;5
CODGEO;Code commune;Code commune;38100;Le Cheylas;CHAR;5
CODGEO;Code commune;Code commune;38101;Cheyssieu;CHAR;5
CODGEO;Code commune;Code commune;38102;Chèzeneuve;CHAR;5
CODGEO;Code commune;Code commune;38103;Chichilianne;CHAR;5
CODGEO;Code commune;Code commune;38104;Chimilin;CHAR;5
CODGEO;Code commune;Code commune;38105;Chirens;CHAR;5
CODGEO;Code commune;Code commune;38106;Cholonge;CHAR;5
CODGEO;Code commune;Code commune;38107;Chonas-l'Amballan;CHAR;5
CODGEO;Code commune;Code commune;38108;Choranche;CHAR;5
CODGEO;Code commune;Code commune;38109;Chozeau;CHAR;5
CODGEO;Code commune;Code commune;38110;Chuzelles;CHAR;5
CODGEO;Code commune;Code commune;38111;Claix;CHAR;5
CODGEO;Code commune;Code commune;38112;Clavans-en-Haut-Oisans;CHAR;5
CODGEO;Code commune;Code commune;38113;Clelles;CHAR;5
CODGEO;Code commune;Code commune;38114;Clonas-sur-Varèze;CHAR;5
CODGEO;Code commune;Code commune;38115;Saint-Martin-de-la-Cluze;CHAR;5
CODGEO;Code commune;Code commune;38116;Cognet;CHAR;5
CODGEO;Code commune;Code commune;38117;Cognin-les-Gorges;CHAR;5
CODGEO;Code commune;Code commune;38118;Colombe;CHAR;5
CODGEO;Code commune;Code commune;38120;La Combe-de-Lancey;CHAR;5
CODGEO;Code commune;Code commune;38124;Corbelin;CHAR;5
CODGEO;Code commune;Code commune;38126;Corenc;CHAR;5
CODGEO;Code commune;Code commune;38127;Cornillon-en-Trièves;CHAR;5
CODGEO;Code commune;Code commune;38128;Corps;CHAR;5
CODGEO;Code commune;Code commune;38129;Corrençon-en-Vercors;CHAR;5
CODGEO;Code commune;Code commune;38130;La Côte-Saint-André;CHAR;5
CODGEO;Code commune;Code commune;38131;Les Côtes-d'Arey;CHAR;5
CODGEO;Code commune;Code commune;38132;Les Côtes-de-Corps;CHAR;5
CODGEO;Code commune;Code commune;38133;Coublevie;CHAR;5
CODGEO;Code commune;Code commune;38134;Cour-et-Buis;CHAR;5
CODGEO;Code commune;Code commune;38135;Courtenay;CHAR;5
CODGEO;Code commune;Code commune;38136;Crachier;CHAR;5
CODGEO;Code commune;Code commune;38137;Cras;CHAR;5
CODGEO;Code commune;Code commune;38138;Crémieu;CHAR;5
CODGEO;Code commune;Code commune;38139;Creys-Mépieu;CHAR;5
CODGEO;Code commune;Code commune;38140;Crolles;CHAR;5
CODGEO;Code commune;Code commune;38141;Culin;CHAR;5
CODGEO;Code commune;Code commune;38144;Diémoz;CHAR;5
CODGEO;Code commune;Code commune;38146;Dizimieu;CHAR;5
CODGEO;Code commune;Code commune;38147;Doissin;CHAR;5
CODGEO;Code commune;Code commune;38148;Dolomieu;CHAR;5
CODGEO;Code commune;Code commune;38149;Domarin;CHAR;5
CODGEO;Code commune;Code commune;38150;Domène;CHAR;5
CODGEO;Code commune;Code commune;38151;Échirolles;CHAR;5
CODGEO;Code commune;Code commune;38152;Eclose-Badinières;CHAR;5
CODGEO;Code commune;Code commune;38153;Engins;CHAR;5
CODGEO;Code commune;Code commune;38154;Entraigues;CHAR;5
CODGEO;Code commune;Code commune;38155;Entre-deux-Guiers;CHAR;5
CODGEO;Code commune;Code commune;38156;Les Éparres;CHAR;5
CODGEO;Code commune;Code commune;38157;Estrablin;CHAR;5
CODGEO;Code commune;Code commune;38158;Eybens;CHAR;5
CODGEO;Code commune;Code commune;38159;Eydoche;CHAR;5
CODGEO;Code commune;Code commune;38160;Eyzin-Pinet;CHAR;5
CODGEO;Code commune;Code commune;38161;Faramans;CHAR;5
CODGEO;Code commune;Code commune;38162;Faverges-de-la-Tour;CHAR;5
CODGEO;Code commune;Code commune;38163;Le Haut-Bréda;CHAR;5
CODGEO;Code commune;Code commune;38166;La Flachère;CHAR;5
CODGEO;Code commune;Code commune;38167;Flachères;CHAR;5
CODGEO;Code commune;Code commune;38169;Fontaine;CHAR;5
CODGEO;Code commune;Code commune;38170;Fontanil-Cornillon;CHAR;5
CODGEO;Code commune;Code commune;38171;La Forteresse;CHAR;5
CODGEO;Code commune;Code commune;38172;Four;CHAR;5
CODGEO;Code commune;Code commune;38173;Le Freney-d'Oisans;CHAR;5
CODGEO;Code commune;Code commune;38174;La Frette;CHAR;5
CODGEO;Code commune;Code commune;38175;Froges;CHAR;5
CODGEO;Code commune;Code commune;38176;Frontonas;CHAR;5
CODGEO;Code commune;Code commune;38177;La Garde;CHAR;5
CODGEO;Code commune;Code commune;38179;Gières;CHAR;5
CODGEO;Code commune;Code commune;38180;Gillonnay;CHAR;5
CODGEO;Code commune;Code commune;38181;Goncelin;CHAR;5
CODGEO;Code commune;Code commune;38182;Le Grand-Lemps;CHAR;5
CODGEO;Code commune;Code commune;38183;Granieu;CHAR;5
CODGEO;Code commune;Code commune;38184;Grenay;CHAR;5
CODGEO;Code commune;Code commune;38185;Grenoble;CHAR;5
CODGEO;Code commune;Code commune;38186;Gresse-en-Vercors;CHAR;5
CODGEO;Code commune;Code commune;38187;Le Gua;CHAR;5
CODGEO;Code commune;Code commune;38188;Herbeys;CHAR;5
CODGEO;Code commune;Code commune;38189;Heyrieux;CHAR;5
CODGEO;Code commune;Code commune;38190;Hières-sur-Amby;CHAR;5
CODGEO;Code commune;Code commune;38191;Huez;CHAR;5
CODGEO;Code commune;Code commune;38192;Hurtières;CHAR;5
CODGEO;Code commune;Code commune;38193;L'Isle-d'Abeau;CHAR;5
CODGEO;Code commune;Code commune;38194;Izeaux;CHAR;5
CODGEO;Code commune;Code commune;38195;Izeron;CHAR;5
CODGEO;Code commune;Code commune;38197;Janneyrias;CHAR;5
CODGEO;Code commune;Code commune;38198;Jarcieu;CHAR;5
CODGEO;Code commune;Code commune;38199;Jardin;CHAR;5
CODGEO;Code commune;Code commune;38200;Jarrie;CHAR;5
CODGEO;Code commune;Code commune;38203;Laffrey;CHAR;5
CODGEO;Code commune;Code commune;38204;Lalley;CHAR;5
CODGEO;Code commune;Code commune;38205;Lans-en-Vercors;CHAR;5
CODGEO;Code commune;Code commune;38206;Laval-en-Belledonne;CHAR;5
CODGEO;Code commune;Code commune;38207;Lavaldens;CHAR;5
CODGEO;Code commune;Code commune;38208;Lavars;CHAR;5
CODGEO;Code commune;Code commune;38209;Lentiol;CHAR;5
CODGEO;Code commune;Code commune;38210;Leyrieu;CHAR;5
CODGEO;Code commune;Code commune;38211;Lieudieu;CHAR;5
CODGEO;Code commune;Code commune;38212;Livet-et-Gavet;CHAR;5
CODGEO;Code commune;Code commune;38213;Longechenal;CHAR;5
CODGEO;Code commune;Code commune;38214;Lumbin;CHAR;5
CODGEO;Code commune;Code commune;38215;Luzinay;CHAR;5
CODGEO;Code commune;Code commune;38216;Malleval-en-Vercors;CHAR;5
CODGEO;Code commune;Code commune;38217;Marcieu;CHAR;5
CODGEO;Code commune;Code commune;38218;Marcilloles;CHAR;5
CODGEO;Code commune;Code commune;38219;Marcollin;CHAR;5
CODGEO;Code commune;Code commune;38221;Marnans;CHAR;5
CODGEO;Code commune;Code commune;38222;Massieu;CHAR;5
CODGEO;Code commune;Code commune;38223;Maubec;CHAR;5
CODGEO;Code commune;Code commune;38224;Mayres-Savel;CHAR;5
CODGEO;Code commune;Code commune;38225;Autrans-Méaudre en Vercors;CHAR;5
CODGEO;Code commune;Code commune;38226;Mens;CHAR;5
CODGEO;Code commune;Code commune;38228;Merlas;CHAR;5
CODGEO;Code commune;Code commune;38229;Meylan;CHAR;5
CODGEO;Code commune;Code commune;38230;Meyrié;CHAR;5
CODGEO;Code commune;Code commune;38231;Meyrieu-les-Étangs;CHAR;5
CODGEO;Code commune;Code commune;38232;Meyssiez;CHAR;5
CODGEO;Code commune;Code commune;38235;Miribel-Lanchâtre;CHAR;5
CODGEO;Code commune;Code commune;38236;Miribel-les-Échelles;CHAR;5
CODGEO;Code commune;Code commune;38237;Mizoën;CHAR;5
CODGEO;Code commune;Code commune;38238;Moidieu-Détourbe;CHAR;5
CODGEO;Code commune;Code commune;38239;Moirans;CHAR;5
CODGEO;Code commune;Code commune;38240;Moissieu-sur-Dolon;CHAR;5
CODGEO;Code commune;Code commune;38241;Monestier-d'Ambel;CHAR;5
CODGEO;Code commune;Code commune;38242;Monestier-de-Clermont;CHAR;5
CODGEO;Code commune;Code commune;38243;Monestier-du-Percy;CHAR;5
CODGEO;Code commune;Code commune;38244;Monsteroux-Milieu;CHAR;5
CODGEO;Code commune;Code commune;38245;Montagne;CHAR;5
CODGEO;Code commune;Code commune;38246;Montagnieu;CHAR;5
CODGEO;Code commune;Code commune;38247;Montalieu-Vercieu;CHAR;5
CODGEO;Code commune;Code commune;38248;Montaud;CHAR;5
CODGEO;Code commune;Code commune;38249;Montbonnot-Saint-Martin;CHAR;5
CODGEO;Code commune;Code commune;38250;Montcarra;CHAR;5
CODGEO;Code commune;Code commune;38252;Montchaboud;CHAR;5
CODGEO;Code commune;Code commune;38253;Les Deux Alpes;CHAR;5
CODGEO;Code commune;Code commune;38254;Monteynard;CHAR;5
CODGEO;Code commune;Code commune;38255;Montfalcon;CHAR;5
CODGEO;Code commune;Code commune;38256;Montferrat;CHAR;5
CODGEO;Code commune;Code commune;38257;Montrevel;CHAR;5
CODGEO;Code commune;Code commune;38258;Mont-Saint-Martin;CHAR;5
CODGEO;Code commune;Code commune;38259;Montseveroux;CHAR;5
CODGEO;Code commune;Code commune;38260;Moras;CHAR;5
CODGEO;Code commune;Code commune;38261;Morestel;CHAR;5
CODGEO;Code commune;Code commune;38263;Morette;CHAR;5
CODGEO;Code commune;Code commune;38264;La Morte;CHAR;5
CODGEO;Code commune;Code commune;38265;La Motte-d'Aveillans;CHAR;5
CODGEO;Code commune;Code commune;38266;La Motte-Saint-Martin;CHAR;5
CODGEO;Code commune;Code commune;38267;Mottier;CHAR;5
CODGEO;Code commune;Code commune;38268;Le Moutaret;CHAR;5
CODGEO;Code commune;Code commune;38269;La Mure;CHAR;5
CODGEO;Code commune;Code commune;38270;La Murette;CHAR;5
CODGEO;Code commune;Code commune;38271;Murianette;CHAR;5
CODGEO;Code commune;Code commune;38272;Murinais;CHAR;5
CODGEO;Code commune;Code commune;38273;Nantes-en-Ratier;CHAR;5
CODGEO;Code commune;Code commune;38275;Serre-Nerpol;CHAR;5
CODGEO;Code commune;Code commune;38276;Nivolas-Vermelle;CHAR;5
CODGEO;Code commune;Code commune;38277;Notre-Dame-de-Commiers;CHAR;5
CODGEO;Code commune;Code commune;38278;Notre-Dame-de-l'Osier;CHAR;5
CODGEO;Code commune;Code commune;38279;Notre-Dame-de-Mésage;CHAR;5
CODGEO;Code commune;Code commune;38280;Notre-Dame-de-Vaulx;CHAR;5
CODGEO;Code commune;Code commune;38281;Noyarey;CHAR;5
CODGEO;Code commune;Code commune;38282;Optevoz;CHAR;5
CODGEO;Code commune;Code commune;38283;Oris-en-Rattier;CHAR;5
CODGEO;Code commune;Code commune;38284;Ornacieux-Balbins;CHAR;5
CODGEO;Code commune;Code commune;38285;Ornon;CHAR;5
CODGEO;Code commune;Code commune;38286;Oulles;CHAR;5
CODGEO;Code commune;Code commune;38287;Oyeu;CHAR;5
CODGEO;Code commune;Code commune;38288;Oytier-Saint-Oblas;CHAR;5
CODGEO;Code commune;Code commune;38289;Oz;CHAR;5
CODGEO;Code commune;Code commune;38290;Pact;CHAR;5
CODGEO;Code commune;Code commune;38291;Pajay;CHAR;5
CODGEO;Code commune;Code commune;38292;Villages du Lac de Paladru;CHAR;5
CODGEO;Code commune;Code commune;38294;Panossas;CHAR;5
CODGEO;Code commune;Code commune;38295;Parmilieu;CHAR;5
CODGEO;Code commune;Code commune;38296;Le Passage;CHAR;5
CODGEO;Code commune;Code commune;38297;Arandon-Passins;CHAR;5
CODGEO;Code commune;Code commune;38298;Le Péage-de-Roussillon;CHAR;5
CODGEO;Code commune;Code commune;38299;Pellafol;CHAR;5
CODGEO;Code commune;Code commune;38300;Penol;CHAR;5
CODGEO;Code commune;Code commune;38301;Le Percy;CHAR;5
CODGEO;Code commune;Code commune;38303;La Pierre;CHAR;5
CODGEO;Code commune;Code commune;38304;Pierre-Châtel;CHAR;5
CODGEO;Code commune;Code commune;38307;Pisieu;CHAR;5
CODGEO;Code commune;Code commune;38308;Plan;CHAR;5
CODGEO;Code commune;Code commune;38309;Poisat;CHAR;5
CODGEO;Code commune;Code commune;38310;Poliénas;CHAR;5
CODGEO;Code commune;Code commune;38311;Pommier-de-Beaurepaire;CHAR;5
CODGEO;Code commune;Code commune;38313;Ponsonnas;CHAR;5
CODGEO;Code commune;Code commune;38314;Pontcharra;CHAR;5
CODGEO;Code commune;Code commune;38315;Le Pont-de-Beauvoisin;CHAR;5
CODGEO;Code commune;Code commune;38316;Pont-de-Chéruy;CHAR;5
CODGEO;Code commune;Code commune;38317;Le Pont-de-Claix;CHAR;5
CODGEO;Code commune;Code commune;38318;Pont-Évêque;CHAR;5
CODGEO;Code commune;Code commune;38319;Pont-en-Royans;CHAR;5
CODGEO;Code commune;Code commune;38320;Porcieu-Amblagnieu;CHAR;5
CODGEO;Code commune;Code commune;38321;Prébois;CHAR;5
CODGEO;Code commune;Code commune;38322;Presles;CHAR;5
CODGEO;Code commune;Code commune;38323;Pressins;CHAR;5
CODGEO;Code commune;Code commune;38324;Primarette;CHAR;5
CODGEO;Code commune;Code commune;38325;Proveysieux;CHAR;5
CODGEO;Code commune;Code commune;38326;Prunières;CHAR;5
CODGEO;Code commune;Code commune;38328;Quaix-en-Chartreuse;CHAR;5
CODGEO;Code commune;Code commune;38329;Quet-en-Beaumont;CHAR;5
CODGEO;Code commune;Code commune;38330;Quincieu;CHAR;5
CODGEO;Code commune;Code commune;38331;Réaumont;CHAR;5
CODGEO;Code commune;Code commune;38332;Renage;CHAR;5
CODGEO;Code commune;Code commune;38333;Rencurel;CHAR;5
CODGEO;Code commune;Code commune;38334;Revel;CHAR;5
CODGEO;Code commune;Code commune;38335;Revel-Tourdan;CHAR;5
CODGEO;Code commune;Code commune;38336;Reventin-Vaugris;CHAR;5
CODGEO;Code commune;Code commune;38337;Rives;CHAR;5
CODGEO;Code commune;Code commune;38338;La Rivière;CHAR;5
CODGEO;Code commune;Code commune;38339;Roche;CHAR;5
CODGEO;Code commune;Code commune;38340;Les Roches-de-Condrieu;CHAR;5
CODGEO;Code commune;Code commune;38341;Rochetoirin;CHAR;5
CODGEO;Code commune;Code commune;38342;Roissard;CHAR;5
CODGEO;Code commune;Code commune;38343;Romagnieu;CHAR;5
CODGEO;Code commune;Code commune;38344;Roussillon;CHAR;5
CODGEO;Code commune;Code commune;38345;Rovon;CHAR;5
CODGEO;Code commune;Code commune;38346;Royas;CHAR;5
CODGEO;Code commune;Code commune;38347;Roybon;CHAR;5
CODGEO;Code commune;Code commune;38348;Ruy-Montceau;CHAR;5
CODGEO;Code commune;Code commune;38349;Sablons;CHAR;5
CODGEO;Code commune;Code commune;38350;Sainte-Agnès;CHAR;5
CODGEO;Code commune;Code commune;38351;Saint-Agnin-sur-Bion;CHAR;5
CODGEO;Code commune;Code commune;38352;Saint-Alban-de-Roche;CHAR;5
CODGEO;Code commune;Code commune;38353;Saint-Alban-du-Rhône;CHAR;5
CODGEO;Code commune;Code commune;38354;Saint-Albin-de-Vaulserre;CHAR;5
CODGEO;Code commune;Code commune;38355;Saint-Andéol;CHAR;5
CODGEO;Code commune;Code commune;38356;Saint-André-en-Royans;CHAR;5
CODGEO;Code commune;Code commune;38357;Saint-André-le-Gaz;CHAR;5
CODGEO;Code commune;Code commune;38358;Sainte-Anne-sur-Gervonde;CHAR;5
CODGEO;Code commune;Code commune;38359;Saint Antoine l'Abbaye;CHAR;5
CODGEO;Code commune;Code commune;38360;Saint-Appolinard;CHAR;5
CODGEO;Code commune;Code commune;38361;Saint-Arey;CHAR;5
CODGEO;Code commune;Code commune;38362;Saint-Aupre;CHAR;5
CODGEO;Code commune;Code commune;38363;Saint-Barthélemy;CHAR;5
CODGEO;Code commune;Code commune;38364;Saint-Barthélemy-de-Séchilienne;CHAR;5
CODGEO;Code commune;Code commune;38365;Saint-Baudille-de-la-Tour;CHAR;5
CODGEO;Code commune;Code commune;38366;Saint-Baudille-et-Pipet;CHAR;5
CODGEO;Code commune;Code commune;38368;Saint-Blaise-du-Buis;CHAR;5
CODGEO;Code commune;Code commune;38369;Sainte-Blandine;CHAR;5
CODGEO;Code commune;Code commune;38370;Saint-Bonnet-de-Chavagne;CHAR;5
CODGEO;Code commune;Code commune;38372;Saint-Bueil;CHAR;5
CODGEO;Code commune;Code commune;38373;Saint-Cassien;CHAR;5
CODGEO;Code commune;Code commune;38374;Saint-Chef;CHAR;5
CODGEO;Code commune;Code commune;38375;Saint-Christophe-en-Oisans;CHAR;5
CODGEO;Code commune;Code commune;38376;Saint-Christophe-sur-Guiers;CHAR;5
CODGEO;Code commune;Code commune;38377;Saint-Clair-de-la-Tour;CHAR;5
CODGEO;Code commune;Code commune;38378;Saint-Clair-du-Rhône;CHAR;5
CODGEO;Code commune;Code commune;38379;Saint-Clair-sur-Galaure;CHAR;5
CODGEO;Code commune;Code commune;38380;Saint-Didier-de-Bizonnes;CHAR;5
CODGEO;Code commune;Code commune;38381;Saint-Didier-de-la-Tour;CHAR;5
CODGEO;Code commune;Code commune;38382;Saint-Égrève;CHAR;5
CODGEO;Code commune;Code commune;38383;Saint-Étienne-de-Crossey;CHAR;5
CODGEO;Code commune;Code commune;38384;Saint-Étienne-de-Saint-Geoirs;CHAR;5
CODGEO;Code commune;Code commune;38386;Saint-Geoire-en-Valdaine;CHAR;5
CODGEO;Code commune;Code commune;38387;Saint-Geoirs;CHAR;5
CODGEO;Code commune;Code commune;38388;Saint-Georges-de-Commiers;CHAR;5
CODGEO;Code commune;Code commune;38389;Saint-Georges-d'Espéranche;CHAR;5
CODGEO;Code commune;Code commune;38390;Saint-Gervais;CHAR;5
CODGEO;Code commune;Code commune;38391;Saint-Guillaume;CHAR;5
CODGEO;Code commune;Code commune;38392;Saint-Hilaire-de-Brens;CHAR;5
CODGEO;Code commune;Code commune;38393;Saint-Hilaire-de-la-Côte;CHAR;5
CODGEO;Code commune;Code commune;38394;Saint-Hilaire-du-Rosier;CHAR;5
CODGEO;Code commune;Code commune;38395;Plateau-des-Petites-Roches;CHAR;5
CODGEO;Code commune;Code commune;38396;Saint-Honoré;CHAR;5
CODGEO;Code commune;Code commune;38397;Saint-Ismier;CHAR;5
CODGEO;Code commune;Code commune;38398;Saint-Jean-d'Avelanne;CHAR;5
CODGEO;Code commune;Code commune;38399;Saint-Jean-de-Bournay;CHAR;5
CODGEO;Code commune;Code commune;38400;Saint-Jean-de-Moirans;CHAR;5
CODGEO;Code commune;Code commune;38401;Saint-Jean-de-Soudain;CHAR;5
CODGEO;Code commune;Code commune;38402;Saint-Jean-de-Vaulx;CHAR;5
CODGEO;Code commune;Code commune;38403;Saint-Jean-d'Hérans;CHAR;5
CODGEO;Code commune;Code commune;38404;Saint-Jean-le-Vieux;CHAR;5
CODGEO;Code commune;Code commune;38405;Saint-Joseph-de-Rivière;CHAR;5
CODGEO;Code commune;Code commune;38406;Saint-Julien-de-l'Herms;CHAR;5
CODGEO;Code commune;Code commune;38407;La Sure en Chartreuse;CHAR;5
CODGEO;Code commune;Code commune;38408;Saint-Just-Chaleyssin;CHAR;5
CODGEO;Code commune;Code commune;38409;Saint-Just-de-Claix;CHAR;5
CODGEO;Code commune;Code commune;38410;Saint-Lattier;CHAR;5
CODGEO;Code commune;Code commune;38412;Saint-Laurent-du-Pont;CHAR;5
CODGEO;Code commune;Code commune;38413;Saint-Laurent-en-Beaumont;CHAR;5
CODGEO;Code commune;Code commune;38414;Sainte-Luce;CHAR;5
CODGEO;Code commune;Code commune;38415;Saint-Marcel-Bel-Accueil;CHAR;5
CODGEO;Code commune;Code commune;38416;Saint-Marcellin;CHAR;5
CODGEO;Code commune;Code commune;38417;Sainte-Marie-d'Alloix;CHAR;5
CODGEO;Code commune;Code commune;38418;Sainte-Marie-du-Mont;CHAR;5
CODGEO;Code commune;Code commune;38419;Saint-Martin-de-Clelles;CHAR;5
CODGEO;Code commune;Code commune;38420;Saint-Martin-de-Vaulserre;CHAR;5
CODGEO;Code commune;Code commune;38421;Saint-Martin-d'Hères;CHAR;5
CODGEO;Code commune;Code commune;38422;Saint-Martin-d'Uriage;CHAR;5
