TYPMAR3;REGDEP_MAR;GRAGE;NBMARIES
HF-H;4408;40_49;103
HH;4408;40_49;5
FF;4410;40_49;3
HF-F;4410;40_49;92
HF-H;4410;40_49;113
HH;4410;40_49;2
FF;4451;40_49;6
HF-F;4451;40_49;149
HF-H;4451;40_49;200
HH;4451;40_49;4
FF;4452;40_49;0
HF-F;4452;40_49;62
HF-H;4452;40_49;61
HH;4452;40_49;6
FF;4454;40_49;3
HF-F;4454;40_49;226
HF-H;4454;40_49;282
HH;4454;40_49;7
FF;4455;40_49;0
HF-F;4455;40_49;61
HF-H;4455;40_49;79
HH;4455;40_49;2
FF;4457;40_49;10
HF-F;4457;40_49;315
HF-H;4457;40_49;448
HH;4457;40_49;5
FF;4467;40_49;7
HF-F;4467;40_49;354
HF-H;4467;40_49;442
HH;4467;40_49;12
FF;4468;40_49;7
HF-F;4468;40_49;271
HF-H;4468;40_49;322
HH;4468;40_49;15
FF;4488;40_49;0
HF-F;4488;40_49;119
HF-H;4488;40_49;145
HH;4488;40_49;4
FF;5244;40_49;20
HF-F;5244;40_49;613
HF-H;5244;40_49;723
HH;5244;40_49;23
FF;5249;40_49;7
HF-F;5249;40_49;340
HF-H;5249;40_49;376
HH;5249;40_49;12
FF;5253;40_49;4
HF-F;5253;40_49;116
HF-H;5253;40_49;145
HH;5253;40_49;0
FF;5272;40_49;3
HF-F;5272;40_49;188
HF-H;5272;40_49;222
HH;5272;40_49;10
FF;5285;40_49;14
HF-F;5285;40_49;329
HF-H;5285;40_49;381
HH;5285;40_49;11
FF;5322;40_49;18
HF-F;5322;40_49;237
HF-H;5322;40_49;295
HH;5322;40_49;6
FF;5329;40_49;12
HF-F;5329;40_49;349
HF-H;5329;40_49;439
HH;5329;40_49;13
FF;5335;40_49;12
HF-F;5335;40_49;441
HF-H;5335;40_49;516
HH;5335;40_49;14
FF;5356;40_49;9
HF-F;5356;40_49;338
HF-H;5356;40_49;409
HH;5356;40_49;11
FF;7516;40_49;3
HF-F;7516;40_49;134
HF-H;7516;40_49;155
HH;7516;40_49;7
FF;7517;40_49;17
HF-F;7517;40_49;282
HF-H;7517;40_49;338
HH;7517;40_49;13
FF;7519;40_49;1
HF-F;7519;40_49;75
HF-H;7519;40_49;99
HH;7519;40_49;6
FF;7523;40_49;2
HF-F;7523;40_49;31
HF-H;7523;40_49;47
HH;7523;40_49;0
FF;7524;40_49;10
HF-F;7524;40_49;181
HF-H;7524;40_49;212
HH;7524;40_49;8
FF;7533;40_49;28
HF-F;7533;40_49;725
HF-H;7533;40_49;762
HH;7533;40_49;37
FF;7540;40_49;9
HF-F;7540;40_49;209
HF-H;7540;40_49;228
HH;7540;40_49;1
FF;7547;40_49;8
HF-F;7547;40_49;117
HF-H;7547;40_49;136
HH;7547;40_49;4
FF;7564;40_49;13
HF-F;7564;40_49;236
HF-H;7564;40_49;279
HH;7564;40_49;10
FF;7579;40_49;1
HF-F;7579;40_49;121
HF-H;7579;40_49;150
HH;7579;40_49;4
FF;7586;40_49;5
HF-F;7586;40_49;154
HF-H;7586;40_49;159
HH;7586;40_49;4
FF;7587;40_49;7
HF-F;7587;40_49;130
HF-H;7587;40_49;141
HH;7587;40_49;3
FF;7609;40_49;5
HF-F;7609;40_49;63
HF-H;7609;40_49;72
HH;7609;40_49;2
FF;7611;40_49;9
HF-F;7611;40_49;147
HF-H;7611;40_49;169
HH;7611;40_49;1
FF;7612;40_49;6
HF-F;7612;40_49;107
HF-H;7612;40_49;121
HH;7612;40_49;7
FF;7630;40_49;14
HF-F;7630;40_49;303
HF-H;7630;40_49;338
HH;7630;40_49;17
FF;7631;40_49;25
HF-F;7631;40_49;525
HF-H;7631;40_49;631
HH;7631;40_49;45
FF;7632;40_49;4
HF-F;7632;40_49;93
HF-H;7632;40_49;105
HH;7632;40_49;5
FF;7634;40_49;27
HF-F;7634;40_49;453
HF-H;7634;40_49;522
HH;7634;40_49;37
FF;7646;40_49;3
HF-F;7646;40_49;74
HF-H;7646;40_49;84
HH;7646;40_49;4
FF;7648;40_49;4
HF-F;7648;40_49;22
HF-H;7648;40_49;32
HH;7648;40_49;1
FF;7665;40_49;4
HF-F;7665;40_49;81
HF-H;7665;40_49;79
HH;7665;40_49;4
FF;7666;40_49;6
HF-F;7666;40_49;170
HF-H;7666;40_49;198
HH;7666;40_49;12
FF;7681;40_49;10
HF-F;7681;40_49;138
HF-H;7681;40_49;179
HH;7681;40_49;4
FF;7682;40_49;5
HF-F;7682;40_49;105
HF-H;7682;40_49;113
HH;7682;40_49;3
FF;8401;40_49;9
HF-F;8401;40_49;230
HF-H;8401;40_49;291
HH;8401;40_49;4
FF;8403;40_49;4
HF-F;8403;40_49;127
HF-H;8403;40_49;155
HH;8403;40_49;1
FF;8407;40_49;5
HF-F;8407;40_49;149
HF-H;8407;40_49;146
HH;8407;40_49;4
FF;8415;40_49;6
HF-F;8415;40_49;55
HF-H;8415;40_49;63
HH;8415;40_49;3
FF;8426;40_49;6
HF-F;8426;40_49;213
HF-H;8426;40_49;234
HH;8426;40_49;8
FF;8438;40_49;17
HF-F;8438;40_49;490
HF-H;8438;40_49;585
HH;8438;40_49;19
FF;8442;40_49;9
HF-F;8442;40_49;263
HF-H;8442;40_49;301
HH;8442;40_49;13
FF;8443;40_49;1
HF-F;8443;40_49;90
HF-H;8443;40_49;116
HH;8443;40_49;0
FF;8463;40_49;5
HF-F;8463;40_49;238
HF-H;8463;40_49;257
HH;8463;40_49;9
FF;8469;40_49;31
HF-F;8469;40_49;579
HF-H;8469;40_49;708
HH;8469;40_49;25
FF;8473;40_49;6
HF-F;8473;40_49;159
HF-H;8473;40_49;206
HH;8473;40_49;3
FF;8474;40_49;15
HF-F;8474;40_49;292
HF-H;8474;40_49;347
HH;8474;40_49;8
FF;9304;40_49;2
HF-F;9304;40_49;70
HF-H;9304;40_49;76
HH;9304;40_49;5
FF;9305;40_49;4
HF-F;9305;40_49;69
HF-H;9305;40_49;77
HH;9305;40_49;1
FF;9306;40_49;17
HF-F;9306;40_49;424
HF-H;9306;40_49;505
HH;9306;40_49;29
FF;9313;40_49;28
HF-F;9313;40_49;819
HF-H;9313;40_49;967
HH;9313;40_49;22
FF;9383;40_49;23
HF-F;9383;40_49;513
HF-H;9383;40_49;532
HH;9383;40_49;32
FF;9384;40_49;7
HF-F;9384;40_49;205
HF-H;9384;40_49;264
HH;9384;40_49;13
FF;942A;40_49;2
HF-F;942A;40_49;75
HF-H;942A;40_49;86
HH;942A;40_49;0
FF;942B;40_49;2
HF-F;942B;40_49;86
HF-H;942B;40_49;111
HH;942B;40_49;0
FF;971;40_49;1
HF-F;971;40_49;166
HF-H;971;40_49;164
HH;971;40_49;2
FF;972;40_49;1
HF-F;972;40_49;170
HF-H;972;40_49;159
HH;972;40_49;0
FF;973;40_49;0
HF-F;973;40_49;86
HF-H;973;40_49;104
HH;973;40_49;1
FF;974;40_49;9
HF-F;974;40_49;405
HF-H;974;40_49;498
HH;974;40_49;6
FF;976;40_49;0
HF-F;976;40_49;26
HF-H;976;40_49;62
HH;976;40_49;1
FF;1175;50_59;33
HF-F;1175;50_59;283
HF-H;1175;50_59;330
HH;1175;50_59;183
FF;1177;50_59;17
HF-F;1177;50_59;279
HF-H;1177;50_59;330
HH;1177;50_59;18
FF;1178;50_59;5
HF-F;1178;50_59;202
HF-H;1178;50_59;245
HH;1178;50_59;18
FF;1191;50_59;5
HF-F;1191;50_59;194
HF-H;1191;50_59;260
HH;1191;50_59;5
FF;1192;50_59;19
HF-F;1192;50_59;215
HF-H;1192;50_59;236
HH;1192;50_59;33
FF;1193;50_59;5
HF-F;1193;50_59;145
HF-H;1193;50_59;186
HH;1193;50_59;23
FF;1194;50_59;3
HF-F;1194;50_59;200
HF-H;1194;50_59;220
HH;1194;50_59;29
FF;1195;50_59;8
HF-F;1195;50_59;187
HF-H;1195;50_59;209
HH;1195;50_59;9
FF;2418;50_59;1
HF-F;2418;50_59;59
HF-H;2418;50_59;62
HH;2418;50_59;7
FF;2428;50_59;4
HF-F;2428;50_59;83
HF-H;2428;50_59;90
HH;2428;50_59;6
FF;2436;50_59;1
HF-F;2436;50_59;53
HF-H;2436;50_59;50
HH;2436;50_59;5
FF;2437;50_59;5
HF-F;2437;50_59;121
HF-H;2437;50_59;124
HH;2437;50_59;14
FF;2441;50_59;2
HF-F;2441;50_59;72
HF-H;2441;50_59;74
HH;2441;50_59;3
FF;2445;50_59;3
HF-F;2445;50_59;139
HF-H;2445;50_59;146
HH;2445;50_59;11
FF;2721;50_59;2
HF-F;2721;50_59;91
HF-H;2721;50_59;99
HH;2721;50_59;5
FF;2725;50_59;2
HF-F;2725;50_59;62
HF-H;2725;50_59;91
HH;2725;50_59;6
FF;2739;50_59;5
HF-F;2739;50_59;50
HF-H;2739;50_59;58
HH;2739;50_59;4
FF;2758;50_59;4
HF-F;2758;50_59;46
HF-H;2758;50_59;61
HH;2758;50_59;1
FF;2770;50_59;0
HF-F;2770;50_59;30
HF-H;2770;50_59;47
HH;2770;50_59;3
FF;2771;50_59;2
HF-F;2771;50_59;85
HF-H;2771;50_59;114
HH;2771;50_59;3
FF;2789;50_59;2
HF-F;2789;50_59;74
HF-H;2789;50_59;87
HH;2789;50_59;5
FF;2790;50_59;0
HF-F;2790;50_59;24
HF-H;2790;50_59;26
HH;2790;50_59;2
FF;2814;50_59;7
HF-F;2814;50_59;132
HF-H;2814;50_59;134
HH;2814;50_59;13
FF;2827;50_59;5
HF-F;2827;50_59;121
HF-H;2827;50_59;159
HH;2827;50_59;8
FF;2850;50_59;4
HF-F;2850;50_59;91
HF-H;2850;50_59;110
HH;2850;50_59;13
FF;2861;50_59;1
HF-F;2861;50_59;64
HF-H;2861;50_59;67
HH;2861;50_59;6
FF;2876;50_59;9
HF-F;2876;50_59;185
HF-H;2876;50_59;233
HH;2876;50_59;18
FF;3202;50_59;4
HF-F;3202;50_59;100
HF-H;3202;50_59;106
HH;3202;50_59;5
FF;3259;50_59;19
HF-F;3259;50_59;306
HF-H;3259;50_59;381
HH;3259;50_59;32
FF;3260;50_59;2
HF-F;3260;50_59;122
HF-H;3260;50_59;154
HH;3260;50_59;11
FF;3262;50_59;7
HF-F;3262;50_59;211
HF-H;3262;50_59;279
HH;3262;50_59;13
FF;3280;50_59;1
HF-F;3280;50_59;108
HF-H;3280;50_59;109
HH;3280;50_59;5
FF;4408;50_59;0
HF-F;4408;50_59;36
HF-H;4408;50_59;54
HH;4408;50_59;1
FF;4410;50_59;6
HF-F;4410;50_59;64
HF-H;4410;50_59;56
HH;4410;50_59;2
FF;4451;50_59;4
HF-F;4451;50_59;82
HF-H;4451;50_59;119
HH;4451;50_59;3
FF;4452;50_59;0
HF-F;4452;50_59;35
HF-H;4452;50_59;34
HH;4452;50_59;0
FF;4454;50_59;4
HF-F;4454;50_59;104
HF-H;4454;50_59;147
HH;4454;50_59;6
FF;4455;50_59;0
HF-F;4455;50_59;33
HF-H;4455;50_59;35
HH;4455;50_59;1
FF;4457;50_59;5
HF-F;4457;50_59;137
HF-H;4457;50_59;199
HH;4457;50_59;4
FF;4467;50_59;10
HF-F;4467;50_59;141
HF-H;4467;50_59;188
HH;4467;50_59;10
FF;4468;50_59;5
HF-F;4468;50_59;120
HF-H;4468;50_59;148
HH;4468;50_59;11
FF;4488;50_59;1
HF-F;4488;50_59;68
HF-H;4488;50_59;77
HH;4488;50_59;4
FF;5244;50_59;11
HF-F;5244;50_59;277
HF-H;5244;50_59;310
HH;5244;50_59;31
FF;5249;50_59;4
HF-F;5249;50_59;131
HF-H;5249;50_59;147
HH;5249;50_59;4
FF;5253;50_59;0
HF-F;5253;50_59;46
HF-H;5253;50_59;59
HH;5253;50_59;4
FF;5272;50_59;7
HF-F;5272;50_59;87
HF-H;5272;50_59;100
HH;5272;50_59;12
FF;5285;50_59;8
HF-F;5285;50_59;155
HF-H;5285;50_59;169
HH;5285;50_59;10
FF;5322;50_59;13
HF-F;5322;50_59;122
HF-H;5322;50_59;125
HH;5322;50_59;8
FF;5329;50_59;8
HF-F;5329;50_59;185
HF-H;5329;50_59;228
HH;5329;50_59;12
FF;5335;50_59;9
HF-F;5335;50_59;171
HF-H;5335;50_59;201
HH;5335;50_59;16
FF;5356;50_59;9
HF-F;5356;50_59;139
HF-H;5356;50_59;186
HH;5356;50_59;6
FF;7516;50_59;1
HF-F;7516;50_59;71
HF-H;7516;50_59;79
HH;7516;50_59;5
FF;7517;50_59;11
HF-F;7517;50_59;160
HF-H;7517;50_59;158
HH;7517;50_59;24
FF;7519;50_59;0
HF-F;7519;50_59;47
HF-H;7519;50_59;52
HH;7519;50_59;7
FF;7523;50_59;1
HF-F;7523;50_59;23
HF-H;7523;50_59;17
HH;7523;50_59;1
FF;7524;50_59;6
HF-F;7524;50_59;91
HF-H;7524;50_59;113
HH;7524;50_59;7
FF;7533;50_59;11
HF-F;7533;50_59;326
HF-H;7533;50_59;371
HH;7533;50_59;35
FF;7540;50_59;8
HF-F;7540;50_59;65
HF-H;7540;50_59;83
HH;7540;50_59;4
FF;7547;50_59;5
HF-F;7547;50_59;58
HF-H;7547;50_59;65
HH;7547;50_59;6
FF;7564;50_59;4
HF-F;7564;50_59;129
HF-H;7564;50_59;142
HH;7564;50_59;12
FF;7579;50_59;3
HF-F;7579;50_59;53
HF-H;7579;50_59;68
HH;7579;50_59;3
FF;7586;50_59;1
HF-F;7586;50_59;64
HF-H;7586;50_59;92
HH;7586;50_59;8
FF;7587;50_59;2
HF-F;7587;50_59;75
HF-H;7587;50_59;76
HH;7587;50_59;7
FF;7609;50_59;2
HF-F;7609;50_59;59
HF-H;7609;50_59;61
HH;7609;50_59;2
FF;7611;50_59;6
HF-F;7611;50_59;81
HF-H;7611;50_59;97
HH;7611;50_59;2
FF;7612;50_59;2
HF-F;7612;50_59;64
HF-H;7612;50_59;65
HH;7612;50_59;5
FF;7630;50_59;12
HF-F;7630;50_59;150
HF-H;7630;50_59;180
HH;7630;50_59;26
FF;7631;50_59;19
HF-F;7631;50_59;239
HF-H;7631;50_59;267
HH;7631;50_59;28
FF;7632;50_59;4
HF-F;7632;50_59;55
HF-H;7632;50_59;54
HH;7632;50_59;5
FF;7634;50_59;15
HF-F;7634;50_59;240
HF-H;7634;50_59;270
HH;7634;50_59;33
FF;7646;50_59;2
HF-F;7646;50_59;51
HF-H;7646;50_59;67
HH;7646;50_59;0
FF;7648;50_59;0
HF-F;7648;50_59;10
HF-H;7648;50_59;10
HH;7648;50_59;0
FF;7665;50_59;3
HF-F;7665;50_59;59
HF-H;7665;50_59;81
HH;7665;50_59;2
FF;7666;50_59;5
HF-F;7666;50_59;110
HF-H;7666;50_59;125
HH;7666;50_59;21
FF;7681;50_59;3
HF-F;7681;50_59;68
HF-H;7681;50_59;93
HH;7681;50_59;6
FF;7682;50_59;5
HF-F;7682;50_59;64
HF-H;7682;50_59;61
HH;7682;50_59;4
FF;8401;50_59;2
HF-F;8401;50_59;100
HF-H;8401;50_59;100
HH;8401;50_59;4
FF;8403;50_59;0
HF-F;8403;50_59;61
HF-H;8403;50_59;77
HH;8403;50_59;3
FF;8407;50_59;3
HF-F;8407;50_59;62
HF-H;8407;50_59;90
HH;8407;50_59;4
FF;8415;50_59;0
HF-F;8415;50_59;31
HF-H;8415;50_59;32
HH;8415;50_59;3
FF;8426;50_59;6
HF-F;8426;50_59;112
HF-H;8426;50_59;117
HH;8426;50_59;6
FF;8438;50_59;7
HF-F;8438;50_59;244
HF-H;8438;50_59;287
HH;8438;50_59;9
FF;8442;50_59;9
HF-F;8442;50_59;100
HF-H;8442;50_59;131
HH;8442;50_59;11
FF;8443;50_59;3
HF-F;8443;50_59;49
HF-H;8443;50_59;57
HH;8443;50_59;1
FF;8463;50_59;7
HF-F;8463;50_59;112
HF-H;8463;50_59;133
HH;8463;50_59;11
FF;8469;50_59;18
HF-F;8469;50_59;228
HF-H;8469;50_59;280
HH;8469;50_59;32
FF;8473;50_59;0
HF-F;8473;50_59;73
HF-H;8473;50_59;91
HH;8473;50_59;4
FF;8474;50_59;4
HF-F;8474;50_59;122
HF-H;8474;50_59;164
HH;8474;50_59;10
FF;9304;50_59;2
HF-F;9304;50_59;37
HF-H;9304;50_59;46
HH;9304;50_59;1
FF;9305;50_59;3
HF-F;9305;50_59;44
HF-H;9305;50_59;40
HH;9305;50_59;0
FF;9306;50_59;6
HF-F;9306;50_59;231
HF-H;9306;50_59;242
HH;9306;50_59;35
FF;9313;50_59;16
HF-F;9313;50_59;361
HF-H;9313;50_59;367
HH;9313;50_59;40
FF;9383;50_59;9
HF-F;9383;50_59;206
HF-H;9383;50_59;255
HH;9383;50_59;20
FF;9384;50_59;8
HF-F;9384;50_59;105
HF-H;9384;50_59;123
HH;9384;50_59;6
FF;942A;50_59;0
HF-F;942A;50_59;36
HF-H;942A;50_59;45
HH;942A;50_59;3
FF;942B;50_59;3
HF-F;942B;50_59;41
HF-H;942B;50_59;57
HH;942B;50_59;0
FF;971;50_59;0
HF-F;971;50_59;79
HF-H;971;50_59;97
HH;971;50_59;0
FF;972;50_59;1
HF-F;972;50_59;119
HF-H;972;50_59;146
HH;972;50_59;1
FF;973;50_59;0
HF-F;973;50_59;43
HF-H;973;50_59;53
HH;973;50_59;0
FF;974;50_59;4
HF-F;974;50_59;187
HF-H;974;50_59;234
HH;974;50_59;6
FF;976;50_59;0
HF-F;976;50_59;11
HF-H;976;50_59;23
HH;976;50_59;0
FF;1175;60_PL;31
HF-F;1175;60_PL;182
HF-H;1175;60_PL;228
HH;1175;60_PL;123
FF;1177;60_PL;5
HF-F;1177;60_PL;84
HF-H;1177;60_PL;137
HH;1177;60_PL;4
FF;1178;60_PL;4
HF-F;1178;60_PL;80
HF-H;1178;60_PL;122
HH;1178;60_PL;8
FF;1191;60_PL;3
HF-F;1191;60_PL;65
HF-H;1191;60_PL;114
HH;1191;60_PL;6
FF;1192;60_PL;15
HF-F;1192;60_PL;88
HF-H;1192;60_PL;125
HH;1192;60_PL;18
FF;1193;60_PL;6
HF-F;1193;60_PL;74
HF-H;1193;60_PL;92
HH;1193;60_PL;7
FF;1194;60_PL;10
HF-F;1194;60_PL;83
HF-H;1194;60_PL;125
HH;1194;60_PL;7
FF;1195;60_PL;0
HF-F;1195;60_PL;63
HF-H;1195;60_PL;108
HH;1195;60_PL;7
FF;2418;60_PL;0
HF-F;2418;60_PL;20
HF-H;2418;60_PL;26
HH;2418;60_PL;1
FF;2428;60_PL;1
HF-F;2428;60_PL;36
HF-H;2428;60_PL;42
HH;2428;60_PL;4
FF;2436;60_PL;0
HF-F;2436;60_PL;17
HF-H;2436;60_PL;36
HH;2436;60_PL;3
FF;2437;60_PL;0
HF-F;2437;60_PL;35
HF-H;2437;60_PL;59
HH;2437;60_PL;8
FF;2441;60_PL;1
HF-F;2441;60_PL;27
HF-H;2441;60_PL;48
HH;2441;60_PL;4
FF;2445;60_PL;2
HF-F;2445;60_PL;42
HF-H;2445;60_PL;69
HH;2445;60_PL;5
FF;2721;60_PL;0
HF-F;2721;60_PL;15
HF-H;2721;60_PL;40
HH;2721;60_PL;5
FF;2725;60_PL;5
HF-F;2725;60_PL;33
HF-H;2725;60_PL;37
HH;2725;60_PL;7
FF;2739;60_PL;0
HF-F;2739;60_PL;17
HF-H;2739;60_PL;27
HH;2739;60_PL;0
FF;2758;60_PL;0
HF-F;2758;60_PL;18
HF-H;2758;60_PL;21
HH;2758;60_PL;0
FF;2770;60_PL;0
HF-F;2770;60_PL;18
HF-H;2770;60_PL;21
HH;2770;60_PL;1
FF;2771;60_PL;2
HF-F;2771;60_PL;31
HF-H;2771;60_PL;46
HH;2771;60_PL;3
FF;2789;60_PL;3
HF-F;2789;60_PL;25
HF-H;2789;60_PL;32
HH;2789;60_PL;4
FF;2790;60_PL;0
HF-F;2790;60_PL;6
HF-H;2790;60_PL;14
HH;2790;60_PL;0
FF;2814;60_PL;3
HF-F;2814;60_PL;58
HF-H;2814;60_PL;73
HH;2814;60_PL;20
FF;2827;60_PL;5
HF-F;2827;60_PL;48
HF-H;2827;60_PL;64
HH;2827;60_PL;13
FF;2850;60_PL;2
HF-F;2850;60_PL;35
HF-H;2850;60_PL;52
HH;2850;60_PL;9
FF;2861;60_PL;0
HF-F;2861;60_PL;27
HF-H;2861;60_PL;33
HH;2861;60_PL;6
FF;2876;60_PL;8
HF-F;2876;60_PL;61
HF-H;2876;60_PL;92
HH;2876;60_PL;9
FF;3202;60_PL;1
HF-F;3202;60_PL;26
HF-H;3202;60_PL;35
HH;3202;60_PL;2
FF;3259;60_PL;9
HF-F;3259;60_PL;69
HF-H;3259;60_PL;117
HH;3259;60_PL;12
FF;3260;60_PL;2
HF-F;3260;60_PL;39
HF-H;3260;60_PL;65
HH;3260;60_PL;4
FF;3262;60_PL;2
HF-F;3262;60_PL;41
HF-H;3262;60_PL;65
HH;3262;60_PL;6
FF;3280;60_PL;5
HF-F;3280;60_PL;18
HF-H;3280;60_PL;44
HH;3280;60_PL;1
FF;4408;60_PL;2
HF-F;4408;60_PL;17
HF-H;4408;60_PL;26
HH;4408;60_PL;1
FF;4410;60_PL;0
HF-F;4410;60_PL;14
HF-H;4410;60_PL;29
HH;4410;60_PL;0
FF;4451;60_PL;1
HF-F;4451;60_PL;30
HF-H;4451;60_PL;40
HH;4451;60_PL;2
FF;4452;60_PL;0
HF-F;4452;60_PL;13
HF-H;4452;60_PL;20
HH;4452;60_PL;0
FF;4454;60_PL;3
HF-F;4454;60_PL;35
HF-H;4454;60_PL;53
HH;4454;60_PL;2
FF;4455;60_PL;0
HF-F;4455;60_PL;13
HF-H;4455;60_PL;24
HH;4455;60_PL;1
FF;4457;60_PL;0
HF-F;4457;60_PL;41
HF-H;4457;60_PL;52
HH;4457;60_PL;3
FF;4467;60_PL;5
HF-F;4467;60_PL;50
HF-H;4467;60_PL;86
HH;4467;60_PL;6
FF;4468;60_PL;4
HF-F;4468;60_PL;26
HF-H;4468;60_PL;55
HH;4468;60_PL;2
FF;4488;60_PL;1
HF-F;4488;60_PL;19
HF-H;4488;60_PL;38
HH;4488;60_PL;1
FF;5244;60_PL;11
HF-F;5244;60_PL;60
HF-H;5244;60_PL;106
HH;5244;60_PL;9
FF;5249;60_PL;2
HF-F;5249;60_PL;35
HF-H;5249;60_PL;53
HH;5249;60_PL;0
FF;5253;60_PL;0
HF-F;5253;60_PL;12
HF-H;5253;60_PL;22
HH;5253;60_PL;3
FF;5272;60_PL;1
HF-F;5272;60_PL;30
HF-H;5272;60_PL;55
HH;5272;60_PL;5
FF;5285;60_PL;4
HF-F;5285;60_PL;43
HF-H;5285;60_PL;59
HH;5285;60_PL;9
FF;5322;60_PL;6
HF-F;5322;60_PL;48
HF-H;5322;60_PL;69
HH;5322;60_PL;2
FF;5329;60_PL;5
HF-F;5329;60_PL;48
HF-H;5329;60_PL;92
HH;5329;60_PL;8
FF;5335;60_PL;4
HF-F;5335;60_PL;42
HF-H;5335;60_PL;70
HH;5335;60_PL;10
FF;5356;60_PL;4
HF-F;5356;60_PL;58
HF-H;5356;60_PL;86
HH;5356;60_PL;9
FF;7516;60_PL;3
HF-F;7516;60_PL;29
HF-H;7516;60_PL;46
HH;7516;60_PL;7
FF;7517;60_PL;7
HF-F;7517;60_PL;49
HF-H;7517;60_PL;89
HH;7517;60_PL;0
FF;7519;60_PL;2
HF-F;7519;60_PL;17
HF-H;7519;60_PL;31
HH;7519;60_PL;1
FF;7523;60_PL;5
HF-F;7523;60_PL;10
HF-H;7523;60_PL;13
HH;7523;60_PL;0
FF;7524;60_PL;3
HF-F;7524;60_PL;36
HF-H;7524;60_PL;55
HH;7524;60_PL;6
FF;7533;60_PL;13
HF-F;7533;60_PL;104
HF-H;7533;60_PL;156
HH;7533;60_PL;30
FF;7540;60_PL;1
HF-F;7540;60_PL;27
HF-H;7540;60_PL;53
HH;7540;60_PL;5
FF;7547;60_PL;0
HF-F;7547;60_PL;23
HF-H;7547;60_PL;41
HH;7547;60_PL;2
FF;7564;60_PL;7
HF-F;7564;60_PL;45
HF-H;7564;60_PL;61
HH;7564;60_PL;8
FF;7579;60_PL;2
HF-F;7579;60_PL;17
HF-H;7579;60_PL;22
HH;7579;60_PL;1
FF;7586;60_PL;0
HF-F;7586;60_PL;32
HF-H;7586;60_PL;38
HH;7586;60_PL;2
FF;7587;60_PL;4
HF-F;7587;60_PL;19
HF-H;7587;60_PL;31
HH;7587;60_PL;4
FF;7609;60_PL;1
HF-F;7609;60_PL;13
HF-H;7609;60_PL;30
HH;7609;60_PL;4
FF;7611;60_PL;3
HF-F;7611;60_PL;33
HF-H;7611;60_PL;47
HH;7611;60_PL;6
FF;7612;60_PL;0
HF-F;7612;60_PL;31
HF-H;7612;60_PL;32
HH;7612;60_PL;5
FF;7630;60_PL;6
HF-F;7630;60_PL;48
HF-H;7630;60_PL;77
HH;7630;60_PL;9
FF;7631;60_PL;12
HF-F;7631;60_PL;87
HF-H;7631;60_PL;124
HH;7631;60_PL;9
FF;7632;60_PL;1
HF-F;7632;60_PL;16
HF-H;7632;60_PL;30
HH;7632;60_PL;1
FF;7634;60_PL;5
HF-F;7634;60_PL;69
HF-H;7634;60_PL;117
HH;7634;60_PL;9
FF;7646;60_PL;0
HF-F;7646;60_PL;22
HF-H;7646;60_PL;28
HH;7646;60_PL;0
FF;7648;60_PL;0
HF-F;7648;60_PL;5
HF-H;7648;60_PL;9
HH;7648;60_PL;0
FF;7665;60_PL;3
HF-F;7665;60_PL;17
HF-H;7665;60_PL;27
HH;7665;60_PL;3
FF;7666;60_PL;2
HF-F;7666;60_PL;36
HF-H;7666;60_PL;43
HH;7666;60_PL;8
FF;7681;60_PL;4
HF-F;7681;60_PL;19
HF-H;7681;60_PL;32
HH;7681;60_PL;6
FF;7682;60_PL;3
HF-F;7682;60_PL;21
HF-H;7682;60_PL;37
HH;7682;60_PL;3
FF;8401;60_PL;1
HF-F;8401;60_PL;30
HF-H;8401;60_PL;53
HH;8401;60_PL;1
FF;8403;60_PL;0
HF-F;8403;60_PL;21
HF-H;8403;60_PL;30
HH;8403;60_PL;0
FF;8407;60_PL;0
HF-F;8407;60_PL;34
HF-H;8407;60_PL;41
HH;8407;60_PL;1
FF;8415;60_PL;0
HF-F;8415;60_PL;13
HF-H;8415;60_PL;13
HH;8415;60_PL;0
FF;8426;60_PL;3
HF-F;8426;60_PL;40
HF-H;8426;60_PL;62
HH;8426;60_PL;6
FF;8438;60_PL;1
HF-F;8438;60_PL;85
HF-H;8438;60_PL;117
HH;8438;60_PL;4
FF;8442;60_PL;5
HF-F;8442;60_PL;25
HF-H;8442;60_PL;47
HH;8442;60_PL;2
FF;8443;60_PL;1
HF-F;8443;60_PL;16
HF-H;8443;60_PL;25
HH;8443;60_PL;1
FF;8463;60_PL;1
HF-F;8463;60_PL;43
HF-H;8463;60_PL;76
HH;8463;60_PL;13
FF;8469;60_PL;10
HF-F;8469;60_PL;79
HF-H;8469;60_PL;129
HH;8469;60_PL;10
FF;8473;60_PL;0
HF-F;8473;60_PL;30
HF-H;8473;60_PL;48
HH;8473;60_PL;3
FF;8474;60_PL;1
HF-F;8474;60_PL;39
HF-H;8474;60_PL;66
HH;8474;60_PL;8
FF;9304;60_PL;2
HF-F;9304;60_PL;18
HF-H;9304;60_PL;24
HH;9304;60_PL;8
FF;9305;60_PL;1
HF-F;9305;60_PL;19
HF-H;9305;60_PL;27
HH;9305;60_PL;0
FF;9306;60_PL;7
HF-F;9306;60_PL;70
HF-H;9306;60_PL;111
HH;9306;60_PL;28
FF;9313;60_PL;14
HF-F;9313;60_PL;111
HF-H;9313;60_PL;169
HH;9313;60_PL;8
FF;9383;60_PL;10
HF-F;9383;60_PL;71
HF-H;9383;60_PL;124
