TYPMAR3;REGDEP_MAR;GRAGE;NBMARIES
HF-H;4408;40_49;142
HH;4408;40_49;5
FF;4410;40_49;4
HF-F;4410;40_49;143
HF-H;4410;40_49;154
HH;4410;40_49;2
FF;4451;40_49;7
HF-F;4451;40_49;230
HF-H;4451;40_49;272
HH;4451;40_49;5
FF;4452;40_49;0
HF-F;4452;40_49;96
HF-H;4452;40_49;85
HH;4452;40_49;6
FF;4454;40_49;3
HF-F;4454;40_49;379
HF-H;4454;40_49;391
HH;4454;40_49;7
FF;4455;40_49;1
HF-F;4455;40_49;94
HF-H;4455;40_49;97
HH;4455;40_49;2
FF;4457;40_49;16
HF-F;4457;40_49;528
HF-H;4457;40_49;627
HH;4457;40_49;5
FF;4467;40_49;12
HF-F;4467;40_49;588
HF-H;4467;40_49;654
HH;4467;40_49;14
FF;4468;40_49;9
HF-F;4468;40_49;463
HF-H;4468;40_49;490
HH;4468;40_49;15
FF;4488;40_49;0
HF-F;4488;40_49;185
HF-H;4488;40_49;202
HH;4488;40_49;7
FF;5244;40_49;26
HF-F;5244;40_49;857
HF-H;5244;40_49;927
HH;5244;40_49;25
FF;5249;40_49;9
HF-F;5249;40_49;469
HF-H;5249;40_49;487
HH;5249;40_49;14
FF;5253;40_49;4
HF-F;5253;40_49;168
HF-H;5253;40_49;185
HH;5253;40_49;0
FF;5272;40_49;8
HF-F;5272;40_49;261
HF-H;5272;40_49;285
HH;5272;40_49;11
FF;5285;40_49;19
HF-F;5285;40_49;455
HF-H;5285;40_49;490
HH;5285;40_49;13
FF;5322;40_49;20
HF-F;5322;40_49;335
HF-H;5322;40_49;355
HH;5322;40_49;6
FF;5329;40_49;15
HF-F;5329;40_49;495
HF-H;5329;40_49;544
HH;5329;40_49;13
FF;5335;40_49;18
HF-F;5335;40_49;566
HF-H;5335;40_49;616
HH;5335;40_49;15
FF;5356;40_49;10
HF-F;5356;40_49;444
HF-H;5356;40_49;488
HH;5356;40_49;12
FF;7516;40_49;4
HF-F;7516;40_49;212
HF-H;7516;40_49;217
HH;7516;40_49;9
FF;7517;40_49;20
HF-F;7517;40_49;410
HF-H;7517;40_49;456
HH;7517;40_49;13
FF;7519;40_49;1
HF-F;7519;40_49;120
HF-H;7519;40_49;132
HH;7519;40_49;6
FF;7523;40_49;5
HF-F;7523;40_49;45
HF-H;7523;40_49;58
HH;7523;40_49;0
FF;7524;40_49;15
HF-F;7524;40_49;261
HF-H;7524;40_49;259
HH;7524;40_49;8
FF;7533;40_49;36
HF-F;7533;40_49;1045
HF-H;7533;40_49;1083
HH;7533;40_49;40
FF;7540;40_49;10
HF-F;7540;40_49;298
HF-H;7540;40_49;305
HH;7540;40_49;1
FF;7547;40_49;9
HF-F;7547;40_49;184
HF-H;7547;40_49;189
HH;7547;40_49;4
FF;7564;40_49;17
HF-F;7564;40_49;346
HF-H;7564;40_49;384
HH;7564;40_49;11
FF;7579;40_49;3
HF-F;7579;40_49;176
HF-H;7579;40_49;201
HH;7579;40_49;4
FF;7586;40_49;8
HF-F;7586;40_49;213
HF-H;7586;40_49;206
HH;7586;40_49;4
FF;7587;40_49;7
HF-F;7587;40_49;177
HF-H;7587;40_49;186
HH;7587;40_49;3
FF;7609;40_49;6
HF-F;7609;40_49;93
HF-H;7609;40_49;90
HH;7609;40_49;3
FF;7611;40_49;10
HF-F;7611;40_49;228
HF-H;7611;40_49;235
HH;7611;40_49;1
FF;7612;40_49;6
HF-F;7612;40_49;141
HF-H;7612;40_49;151
HH;7612;40_49;7
FF;7630;40_49;14
HF-F;7630;40_49;473
HF-H;7630;40_49;471
HH;7630;40_49;21
FF;7631;40_49;30
HF-F;7631;40_49;743
HF-H;7631;40_49;801
HH;7631;40_49;46
FF;7632;40_49;4
HF-F;7632;40_49;128
HF-H;7632;40_49;135
HH;7632;40_49;8
FF;7634;40_49;38
HF-F;7634;40_49;689
HF-H;7634;40_49;723
HH;7634;40_49;39
FF;7646;40_49;3
HF-F;7646;40_49;103
HF-H;7646;40_49;107
HH;7646;40_49;4
FF;7648;40_49;6
HF-F;7648;40_49;32
HF-H;7648;40_49;40
HH;7648;40_49;1
FF;7665;40_49;4
HF-F;7665;40_49;110
HF-H;7665;40_49;108
HH;7665;40_49;5
FF;7666;40_49;9
HF-F;7666;40_49;261
HF-H;7666;40_49;286
HH;7666;40_49;13
FF;7681;40_49;14
HF-F;7681;40_49;219
HF-H;7681;40_49;219
HH;7681;40_49;4
FF;7682;40_49;8
HF-F;7682;40_49;155
HF-H;7682;40_49;162
HH;7682;40_49;3
FF;8401;40_49;14
HF-F;8401;40_49;351
HF-H;8401;40_49;420
HH;8401;40_49;6
FF;8403;40_49;6
HF-F;8403;40_49;186
HF-H;8403;40_49;204
HH;8403;40_49;1
FF;8407;40_49;7
HF-F;8407;40_49;202
HF-H;8407;40_49;203
HH;8407;40_49;4
FF;8415;40_49;6
HF-F;8415;40_49;68
HF-H;8415;40_49;72
HH;8415;40_49;3
FF;8426;40_49;8
HF-F;8426;40_49;320
HF-H;8426;40_49;322
HH;8426;40_49;9
FF;8438;40_49;21
HF-F;8438;40_49;689
HF-H;8438;40_49;760
HH;8438;40_49;19
FF;8442;40_49;9
HF-F;8442;40_49;383
HF-H;8442;40_49;416
HH;8442;40_49;13
FF;8443;40_49;1
HF-F;8443;40_49;116
HF-H;8443;40_49;148
HH;8443;40_49;0
FF;8463;40_49;7
HF-F;8463;40_49;335
HF-H;8463;40_49;356
HH;8463;40_49;9
FF;8469;40_49;35
HF-F;8469;40_49;817
HF-H;8469;40_49;941
HH;8469;40_49;27
FF;8473;40_49;6
HF-F;8473;40_49;237
HF-H;8473;40_49;266
HH;8473;40_49;4
FF;8474;40_49;17
HF-F;8474;40_49;431
HF-H;8474;40_49;485
HH;8474;40_49;10
FF;9304;40_49;2
HF-F;9304;40_49;100
HF-H;9304;40_49;107
HH;9304;40_49;6
FF;9305;40_49;5
HF-F;9305;40_49;99
HF-H;9305;40_49;101
HH;9305;40_49;1
FF;9306;40_49;19
HF-F;9306;40_49;649
HF-H;9306;40_49;683
HH;9306;40_49;33
FF;9313;40_49;35
HF-F;9313;40_49;1246
HF-H;9313;40_49;1337
HH;9313;40_49;23
FF;9383;40_49;31
HF-F;9383;40_49;773
HF-H;9383;40_49;770
HH;9383;40_49;34
FF;9384;40_49;9
HF-F;9384;40_49;311
HF-H;9384;40_49;368
HH;9384;40_49;14
FF;942A;40_49;2
HF-F;942A;40_49;104
HF-H;942A;40_49;103
HH;942A;40_49;0
FF;942B;40_49;3
HF-F;942B;40_49;120
HF-H;942B;40_49;139
HH;942B;40_49;0
FF;971;40_49;1
HF-F;971;40_49;198
HF-H;971;40_49;206
HH;971;40_49;2
FF;972;40_49;1
HF-F;972;40_49;209
HF-H;972;40_49;205
HH;972;40_49;1
FF;973;40_49;0
HF-F;973;40_49;109
HF-H;973;40_49;128
HH;973;40_49;1
FF;974;40_49;12
HF-F;974;40_49;551
HF-H;974;40_49;602
HH;974;40_49;7
FF;976;40_49;0
HF-F;976;40_49;37
HF-H;976;40_49;70
HH;976;40_49;1
FF;1175;50_59;38
HF-F;1175;50_59;494
HF-H;1175;50_59;614
HH;1175;50_59;194
FF;1177;50_59;19
HF-F;1177;50_59;467
HF-H;1177;50_59;588
HH;1177;50_59;22
FF;1178;50_59;9
HF-F;1178;50_59;377
HF-H;1178;50_59;477
HH;1178;50_59;23
FF;1191;50_59;9
HF-F;1191;50_59;352
HF-H;1191;50_59;466
HH;1191;50_59;7
FF;1192;50_59;22
HF-F;1192;50_59;366
HF-H;1192;50_59;432
HH;1192;50_59;39
FF;1193;50_59;5
HF-F;1193;50_59;263
HF-H;1193;50_59;354
HH;1193;50_59;24
FF;1194;50_59;4
HF-F;1194;50_59;338
HF-H;1194;50_59;407
HH;1194;50_59;33
FF;1195;50_59;8
HF-F;1195;50_59;317
HF-H;1195;50_59;386
HH;1195;50_59;9
FF;2418;50_59;3
HF-F;2418;50_59;107
HF-H;2418;50_59;120
HH;2418;50_59;8
FF;2428;50_59;4
HF-F;2428;50_59;149
HF-H;2428;50_59;170
HH;2428;50_59;6
FF;2436;50_59;1
HF-F;2436;50_59;84
HF-H;2436;50_59;86
HH;2436;50_59;5
FF;2437;50_59;7
HF-F;2437;50_59;233
HF-H;2437;50_59;263
HH;2437;50_59;15
FF;2441;50_59;2
HF-F;2441;50_59;126
HF-H;2441;50_59;126
HH;2441;50_59;4
FF;2445;50_59;4
HF-F;2445;50_59;247
HF-H;2445;50_59;277
HH;2445;50_59;12
FF;2721;50_59;5
HF-F;2721;50_59;189
HF-H;2721;50_59;185
HH;2721;50_59;5
FF;2725;50_59;2
HF-F;2725;50_59;138
HF-H;2725;50_59;184
HH;2725;50_59;7
FF;2739;50_59;7
HF-F;2739;50_59;94
HF-H;2739;50_59;102
HH;2739;50_59;4
FF;2758;50_59;4
HF-F;2758;50_59;79
HF-H;2758;50_59;103
HH;2758;50_59;1
FF;2770;50_59;0
HF-F;2770;50_59;74
HF-H;2770;50_59;94
HH;2770;50_59;3
FF;2771;50_59;5
HF-F;2771;50_59;178
HF-H;2771;50_59;198
HH;2771;50_59;3
FF;2789;50_59;4
HF-F;2789;50_59;144
HF-H;2789;50_59;160
HH;2789;50_59;5
FF;2790;50_59;0
HF-F;2790;50_59;46
HF-H;2790;50_59;50
HH;2790;50_59;2
FF;2814;50_59;7
HF-F;2814;50_59;244
HF-H;2814;50_59;277
HH;2814;50_59;14
FF;2827;50_59;5
HF-F;2827;50_59;247
HF-H;2827;50_59;307
HH;2827;50_59;8
FF;2850;50_59;5
HF-F;2850;50_59;175
HF-H;2850;50_59;189
HH;2850;50_59;14
FF;2861;50_59;2
HF-F;2861;50_59;118
HF-H;2861;50_59;120
HH;2861;50_59;7
FF;2876;50_59;10
HF-F;2876;50_59;411
HF-H;2876;50_59;474
HH;2876;50_59;24
FF;3202;50_59;4
HF-F;3202;50_59;189
HF-H;3202;50_59;201
HH;3202;50_59;6
FF;3259;50_59;24
HF-F;3259;50_59;706
HF-H;3259;50_59;853
HH;3259;50_59;34
FF;3260;50_59;4
HF-F;3260;50_59;250
HF-H;3260;50_59;308
HH;3260;50_59;12
FF;3262;50_59;11
HF-F;3262;50_59;497
HF-H;3262;50_59;616
HH;3262;50_59;18
FF;3280;50_59;2
HF-F;3280;50_59;209
HF-H;3280;50_59;213
HH;3280;50_59;8
FF;4408;50_59;0
HF-F;4408;50_59;90
HF-H;4408;50_59;112
HH;4408;50_59;1
FF;4410;50_59;6
HF-F;4410;50_59;108
HF-H;4410;50_59;112
HH;4410;50_59;2
FF;4451;50_59;5
HF-F;4451;50_59;183
HF-H;4451;50_59;194
HH;4451;50_59;5
FF;4452;50_59;0
HF-F;4452;50_59;54
HF-H;4452;50_59;69
HH;4452;50_59;0
FF;4454;50_59;5
HF-F;4454;50_59;245
HF-H;4454;50_59;304
HH;4454;50_59;7
FF;4455;50_59;0
HF-F;4455;50_59;60
HF-H;4455;50_59;82
HH;4455;50_59;3
FF;4457;50_59;7
HF-F;4457;50_59;341
HF-H;4457;50_59;431
HH;4457;50_59;6
FF;4467;50_59;12
HF-F;4467;50_59;353
HF-H;4467;50_59;421
HH;4467;50_59;12
FF;4468;50_59;7
HF-F;4468;50_59;283
HF-H;4468;50_59;349
HH;4468;50_59;13
FF;4488;50_59;1
HF-F;4488;50_59;133
HF-H;4488;50_59;153
HH;4488;50_59;7
FF;5244;50_59;14
HF-F;5244;50_59;514
HF-H;5244;50_59;566
HH;5244;50_59;33
FF;5249;50_59;4
HF-F;5249;50_59;249
HF-H;5249;50_59;300
HH;5249;50_59;6
FF;5253;50_59;2
HF-F;5253;50_59;91
HF-H;5253;50_59;109
HH;5253;50_59;4
FF;5272;50_59;7
HF-F;5272;50_59;152
HF-H;5272;50_59;179
HH;5272;50_59;12
FF;5285;50_59;10
HF-F;5285;50_59;291
HF-H;5285;50_59;327
HH;5285;50_59;12
FF;5322;50_59;16
HF-F;5322;50_59;231
HF-H;5322;50_59;251
HH;5322;50_59;10
FF;5329;50_59;12
HF-F;5329;50_59;338
HF-H;5329;50_59;388
HH;5329;50_59;16
FF;5335;50_59;11
HF-F;5335;50_59;299
HF-H;5335;50_59;364
HH;5335;50_59;18
FF;5356;50_59;10
HF-F;5356;50_59;287
HF-H;5356;50_59;318
HH;5356;50_59;7
FF;7516;50_59;1
HF-F;7516;50_59;138
HF-H;7516;50_59;162
HH;7516;50_59;5
FF;7517;50_59;16
HF-F;7517;50_59;315
HF-H;7517;50_59;331
HH;7517;50_59;25
FF;7519;50_59;1
HF-F;7519;50_59;89
HF-H;7519;50_59;97
HH;7519;50_59;8
FF;7523;50_59;1
HF-F;7523;50_59;40
HF-H;7523;50_59;33
HH;7523;50_59;1
FF;7524;50_59;7
HF-F;7524;50_59;197
HF-H;7524;50_59;226
HH;7524;50_59;9
FF;7533;50_59;16
HF-F;7533;50_59;639
HF-H;7533;50_59;730
HH;7533;50_59;40
FF;7540;50_59;9
HF-F;7540;50_59;165
HF-H;7540;50_59;196
HH;7540;50_59;4
FF;7547;50_59;5
HF-F;7547;50_59;113
HF-H;7547;50_59;123
HH;7547;50_59;8
FF;7564;50_59;5
HF-F;7564;50_59;236
HF-H;7564;50_59;270
HH;7564;50_59;15
FF;7579;50_59;4
HF-F;7579;50_59;113
HF-H;7579;50_59;135
HH;7579;50_59;4
FF;7586;50_59;2
HF-F;7586;50_59;132
HF-H;7586;50_59;172
HH;7586;50_59;9
FF;7587;50_59;3
HF-F;7587;50_59;133
HF-H;7587;50_59;144
HH;7587;50_59;8
FF;7609;50_59;7
HF-F;7609;50_59;95
HF-H;7609;50_59;97
HH;7609;50_59;5
FF;7611;50_59;8
HF-F;7611;50_59;166
HF-H;7611;50_59;199
HH;7611;50_59;3
FF;7612;50_59;3
HF-F;7612;50_59;109
HF-H;7612;50_59;120
HH;7612;50_59;6
FF;7630;50_59;14
HF-F;7630;50_59;324
HF-H;7630;50_59;366
HH;7630;50_59;30
FF;7631;50_59;26
HF-F;7631;50_59;429
HF-H;7631;50_59;493
HH;7631;50_59;38
FF;7632;50_59;5
HF-F;7632;50_59;99
HF-H;7632;50_59;95
HH;7632;50_59;5
FF;7634;50_59;25
HF-F;7634;50_59;483
HF-H;7634;50_59;536
HH;7634;50_59;34
FF;7646;50_59;3
HF-F;7646;50_59;84
HF-H;7646;50_59;111
HH;7646;50_59;2
FF;7648;50_59;1
HF-F;7648;50_59;19
HF-H;7648;50_59;20
HH;7648;50_59;0
FF;7665;50_59;4
HF-F;7665;50_59;102
HF-H;7665;50_59;121
HH;7665;50_59;5
FF;7666;50_59;6
HF-F;7666;50_59;232
HF-H;7666;50_59;261
HH;7666;50_59;23
FF;7681;50_59;3
HF-F;7681;50_59;139
HF-H;7681;50_59;176
HH;7681;50_59;7
FF;7682;50_59;5
HF-F;7682;50_59;117
HF-H;7682;50_59;112
HH;7682;50_59;4
FF;8401;50_59;7
HF-F;8401;50_59;197
HF-H;8401;50_59;233
HH;8401;50_59;6
FF;8403;50_59;1
HF-F;8403;50_59;122
HF-H;8403;50_59;140
HH;8403;50_59;3
FF;8407;50_59;3
HF-F;8407;50_59;129
HF-H;8407;50_59;149
HH;8407;50_59;5
FF;8415;50_59;0
HF-F;8415;50_59;43
HF-H;8415;50_59;51
HH;8415;50_59;3
FF;8426;50_59;9
HF-F;8426;50_59;228
HF-H;8426;50_59;256
HH;8426;50_59;8
FF;8438;50_59;11
HF-F;8438;50_59;436
HF-H;8438;50_59;542
HH;8438;50_59;11
FF;8442;50_59;9
HF-F;8442;50_59;205
HF-H;8442;50_59;245
HH;8442;50_59;14
FF;8443;50_59;4
HF-F;8443;50_59;94
HF-H;8443;50_59;100
HH;8443;50_59;3
FF;8463;50_59;8
HF-F;8463;50_59;213
HF-H;8463;50_59;236
HH;8463;50_59;13
FF;8469;50_59;20
HF-F;8469;50_59;472
HF-H;8469;50_59;560
HH;8469;50_59;35
FF;8473;50_59;0
HF-F;8473;50_59;149
HF-H;8473;50_59;173
HH;8473;50_59;5
FF;8474;50_59;10
HF-F;8474;50_59;268
HF-H;8474;50_59;326
HH;8474;50_59;13
FF;9304;50_59;2
HF-F;9304;50_59;62
HF-H;9304;50_59;91
HH;9304;50_59;2
FF;9305;50_59;3
HF-F;9305;50_59;77
HF-H;9305;50_59;76
HH;9305;50_59;0
FF;9306;50_59;9
HF-F;9306;50_59;441
HF-H;9306;50_59;515
HH;9306;50_59;39
FF;9313;50_59;22
HF-F;9313;50_59;779
HF-H;9313;50_59;831
HH;9313;50_59;44
FF;9383;50_59;14
HF-F;9383;50_59;495
HF-H;9383;50_59;587
HH;9383;50_59;25
FF;9384;50_59;12
HF-F;9384;50_59;247
HF-H;9384;50_59;259
HH;9384;50_59;7
FF;942A;50_59;0
HF-F;942A;50_59;64
HF-H;942A;50_59;83
HH;942A;50_59;3
FF;942B;50_59;3
HF-F;942B;50_59;81
HF-H;942B;50_59;94
HH;942B;50_59;0
FF;971;50_59;0
HF-F;971;50_59;135
HF-H;971;50_59;188
HH;971;50_59;0
FF;972;50_59;1
HF-F;972;50_59;177
HF-H;972;50_59;223
HH;972;50_59;1
FF;973;50_59;0
HF-F;973;50_59;65
HF-H;973;50_59;81
HH;973;50_59;0
FF;974;50_59;4
HF-F;974;50_59;288
HF-H;974;50_59;391
HH;974;50_59;8
FF;976;50_59;0
HF-F;976;50_59;21
HF-H;976;50_59;34
HH;976;50_59;2
FF;1175;60_PL;34
HF-F;1175;60_PL;321
HF-H;1175;60_PL;545
HH;1175;60_PL;140
FF;1177;60_PL;8
HF-F;1177;60_PL;193
HF-H;1177;60_PL;301
HH;1177;60_PL;5
FF;1178;60_PL;4
HF-F;1178;60_PL;177
HF-H;1178;60_PL;297
HH;1178;60_PL;13
FF;1191;60_PL;3
HF-F;1191;60_PL;141
HF-H;1191;60_PL;247
HH;1191;60_PL;7
FF;1192;60_PL;17
HF-F;1192;60_PL;170
HF-H;1192;60_PL;300
HH;1192;60_PL;24
FF;1193;60_PL;8
HF-F;1193;60_PL;137
HF-H;1193;60_PL;231
HH;1193;60_PL;9
FF;1194;60_PL;11
HF-F;1194;60_PL;151
HF-H;1194;60_PL;268
HH;1194;60_PL;9
FF;1195;60_PL;0
HF-F;1195;60_PL;137
HF-H;1195;60_PL;238
HH;1195;60_PL;8
FF;2418;60_PL;0
HF-F;2418;60_PL;62
HF-H;2418;60_PL;83
HH;2418;60_PL;1
FF;2428;60_PL;1
HF-F;2428;60_PL;83
HF-H;2428;60_PL;120
HH;2428;60_PL;4
FF;2436;60_PL;2
HF-F;2436;60_PL;48
HF-H;2436;60_PL;71
HH;2436;60_PL;4
FF;2437;60_PL;0
HF-F;2437;60_PL;110
HF-H;2437;60_PL;172
HH;2437;60_PL;10
FF;2441;60_PL;1
HF-F;2441;60_PL;71
HF-H;2441;60_PL;115
HH;2441;60_PL;5
FF;2445;60_PL;3
HF-F;2445;60_PL;103
HF-H;2445;60_PL;164
HH;2445;60_PL;7
FF;2721;60_PL;0
HF-F;2721;60_PL;52
HF-H;2721;60_PL;108
HH;2721;60_PL;5
FF;2725;60_PL;6
HF-F;2725;60_PL;80
HF-H;2725;60_PL;113
HH;2725;60_PL;7
FF;2739;60_PL;0
HF-F;2739;60_PL;39
HF-H;2739;60_PL;64
HH;2739;60_PL;0
FF;2758;60_PL;0
HF-F;2758;60_PL;50
HF-H;2758;60_PL;58
HH;2758;60_PL;0
FF;2770;60_PL;0
HF-F;2770;60_PL;57
HF-H;2770;60_PL;81
HH;2770;60_PL;1
FF;2771;60_PL;4
HF-F;2771;60_PL;94
HF-H;2771;60_PL;158
HH;2771;60_PL;4
FF;2789;60_PL;3
HF-F;2789;60_PL;67
HF-H;2789;60_PL;112
HH;2789;60_PL;6
FF;2790;60_PL;0
HF-F;2790;60_PL;19
HF-H;2790;60_PL;30
HH;2790;60_PL;0
FF;2814;60_PL;3
HF-F;2814;60_PL;144
HF-H;2814;60_PL;207
HH;2814;60_PL;23
FF;2827;60_PL;5
HF-F;2827;60_PL;139
HF-H;2827;60_PL;200
HH;2827;60_PL;15
FF;2850;60_PL;3
HF-F;2850;60_PL;90
HF-H;2850;60_PL;143
HH;2850;60_PL;9
FF;2861;60_PL;0
HF-F;2861;60_PL;48
HF-H;2861;60_PL;86
HH;2861;60_PL;7
FF;2876;60_PL;10
HF-F;2876;60_PL;192
HF-H;2876;60_PL;282
HH;2876;60_PL;14
FF;3202;60_PL;1
HF-F;3202;60_PL;66
HF-H;3202;60_PL;134
HH;3202;60_PL;4
FF;3259;60_PL;10
HF-F;3259;60_PL;276
HF-H;3259;60_PL;449
HH;3259;60_PL;16
FF;3260;60_PL;2
HF-F;3260;60_PL;98
HF-H;3260;60_PL;148
HH;3260;60_PL;5
FF;3262;60_PL;4
HF-F;3262;60_PL;164
HF-H;3262;60_PL;280
HH;3262;60_PL;7
FF;3280;60_PL;5
HF-F;3280;60_PL;79
HF-H;3280;60_PL;142
HH;3280;60_PL;1
FF;4408;60_PL;2
HF-F;4408;60_PL;35
HF-H;4408;60_PL;67
HH;4408;60_PL;1
FF;4410;60_PL;1
HF-F;4410;60_PL;42
HF-H;4410;60_PL;86
HH;4410;60_PL;0
FF;4451;60_PL;1
HF-F;4451;60_PL;84
HF-H;4451;60_PL;129
HH;4451;60_PL;3
FF;4452;60_PL;0
HF-F;4452;60_PL;35
HF-H;4452;60_PL;50
HH;4452;60_PL;0
FF;4454;60_PL;4
HF-F;4454;60_PL;101
HF-H;4454;60_PL;158
HH;4454;60_PL;2
FF;4455;60_PL;0
HF-F;4455;60_PL;30
HF-H;4455;60_PL;51
HH;4455;60_PL;1
FF;4457;60_PL;0
HF-F;4457;60_PL;132
HF-H;4457;60_PL;207
HH;4457;60_PL;4
FF;4467;60_PL;7
HF-F;4467;60_PL;154
HF-H;4467;60_PL;261
HH;4467;60_PL;8
FF;4468;60_PL;5
HF-F;4468;60_PL;96
HF-H;4468;60_PL;184
HH;4468;60_PL;3
FF;4488;60_PL;1
HF-F;4488;60_PL;58
HF-H;4488;60_PL;101
HH;4488;60_PL;2
FF;5244;60_PL;14
HF-F;5244;60_PL;189
HF-H;5244;60_PL;310
HH;5244;60_PL;14
FF;5249;60_PL;4
HF-F;5249;60_PL;90
HF-H;5249;60_PL;148
HH;5249;60_PL;0
FF;5253;60_PL;0
HF-F;5253;60_PL;33
HF-H;5253;60_PL;60
HH;5253;60_PL;4
FF;5272;60_PL;1
HF-F;5272;60_PL;78
HF-H;5272;60_PL;123
HH;5272;60_PL;7
FF;5285;60_PL;5
HF-F;5285;60_PL;127
HF-H;5285;60_PL;209
HH;5285;60_PL;13
FF;5322;60_PL;7
HF-F;5322;60_PL;119
HF-H;5322;60_PL;189
HH;5322;60_PL;3
FF;5329;60_PL;9
HF-F;5329;60_PL;153
HF-H;5329;60_PL;252
HH;5329;60_PL;9
FF;5335;60_PL;9
HF-F;5335;60_PL;110
HF-H;5335;60_PL;187
HH;5335;60_PL;11
FF;5356;60_PL;7
HF-F;5356;60_PL;159
HF-H;5356;60_PL;246
HH;5356;60_PL;10
FF;7516;60_PL;4
HF-F;7516;60_PL;88
HF-H;7516;60_PL;129
HH;7516;60_PL;8
FF;7517;60_PL;9
HF-F;7517;60_PL;195
HF-H;7517;60_PL;286
HH;7517;60_PL;5
FF;7519;60_PL;2
HF-F;7519;60_PL;43
HF-H;7519;60_PL;79
HH;7519;60_PL;3
FF;7523;60_PL;5
HF-F;7523;60_PL;28
HF-H;7523;60_PL;43
HH;7523;60_PL;0
FF;7524;60_PL;6
HF-F;7524;60_PL;116
HF-H;7524;60_PL;188
HH;7524;60_PL;6
FF;7533;60_PL;19
HF-F;7533;60_PL;339
HF-H;7533;60_PL;521
HH;7533;60_PL;37
FF;7540;60_PL;3
HF-F;7540;60_PL;120
HF-H;7540;60_PL;159
HH;7540;60_PL;5
FF;7547;60_PL;1
HF-F;7547;60_PL;82
HF-H;7547;60_PL;123
HH;7547;60_PL;3
FF;7564;60_PL;7
HF-F;7564;60_PL;131
HF-H;7564;60_PL;198
HH;7564;60_PL;13
FF;7579;60_PL;2
HF-F;7579;60_PL;49
HF-H;7579;60_PL;84
HH;7579;60_PL;1
FF;7586;60_PL;0
HF-F;7586;60_PL;84
HF-H;7586;60_PL;112
HH;7586;60_PL;5
FF;7587;60_PL;6
HF-F;7587;60_PL;55
HF-H;7587;60_PL;100
HH;7587;60_PL;5
FF;7609;60_PL;2
HF-F;7609;60_PL;39
HF-H;7609;60_PL;65
HH;7609;60_PL;4
FF;7611;60_PL;3
HF-F;7611;60_PL;109
HF-H;7611;60_PL;144
HH;7611;60_PL;7
FF;7612;60_PL;4
HF-F;7612;60_PL;61
HF-H;7612;60_PL;88
HH;7612;60_PL;7
FF;7630;60_PL;9
HF-F;7630;60_PL;165
HF-H;7630;60_PL;276
HH;7630;60_PL;10
FF;7631;60_PL;12
HF-F;7631;60_PL;196
HF-H;7631;60_PL;313
HH;7631;60_PL;12
FF;7632;60_PL;2
HF-F;7632;60_PL;41
HF-H;7632;60_PL;83
HH;7632;60_PL;1
FF;7634;60_PL;8
HF-F;7634;60_PL;243
HF-H;7634;60_PL;408
HH;7634;60_PL;11
FF;7646;60_PL;0
HF-F;7646;60_PL;61
HF-H;7646;60_PL;83
HH;7646;60_PL;2
FF;7648;60_PL;0
HF-F;7648;60_PL;11
HF-H;7648;60_PL;18
HH;7648;60_PL;0
FF;7665;60_PL;6
HF-F;7665;60_PL;50
HF-H;7665;60_PL;89
HH;7665;60_PL;4
FF;7666;60_PL;4
HF-F;7666;60_PL;127
HF-H;7666;60_PL;188
HH;7666;60_PL;16
FF;7681;60_PL;6
HF-F;7681;60_PL;68
HF-H;7681;60_PL;106
HH;7681;60_PL;8
FF;7682;60_PL;4
HF-F;7682;60_PL;55
HF-H;7682;60_PL;89
HH;7682;60_PL;3
FF;8401;60_PL;3
HF-F;8401;60_PL;94
HF-H;8401;60_PL;138
HH;8401;60_PL;1
FF;8403;60_PL;1
HF-F;8403;60_PL;62
HF-H;8403;60_PL;104
HH;8403;60_PL;1
FF;8407;60_PL;0
HF-F;8407;60_PL;76
HF-H;8407;60_PL;116
HH;8407;60_PL;1
FF;8415;60_PL;1
HF-F;8415;60_PL;27
HF-H;8415;60_PL;36
HH;8415;60_PL;0
FF;8426;60_PL;3
HF-F;8426;60_PL;117
HF-H;8426;60_PL;184
HH;8426;60_PL;7
FF;8438;60_PL;5
HF-F;8438;60_PL;193
HF-H;8438;60_PL;286
HH;8438;60_PL;4
FF;8442;60_PL;5
HF-F;8442;60_PL;75
HF-H;8442;60_PL;145
HH;8442;60_PL;4
FF;8443;60_PL;2
HF-F;8443;60_PL;41
HF-H;8443;60_PL;59
HH;8443;60_PL;1
FF;8463;60_PL;1
HF-F;8463;60_PL;107
HF-H;8463;60_PL;172
HH;8463;60_PL;14
FF;8469;60_PL;10
HF-F;8469;60_PL;210
HF-H;8469;60_PL;345
HH;8469;60_PL;12
FF;8473;60_PL;0
HF-F;8473;60_PL;70
HF-H;8473;60_PL;120
HH;8473;60_PL;3
FF;8474;60_PL;5
HF-F;8474;60_PL;103
HF-H;8474;60_PL;179
HH;8474;60_PL;11
FF;9304;60_PL;4
HF-F;9304;60_PL;46
HF-H;9304;60_PL;62
HH;9304;60_PL;8
FF;9305;60_PL;1
HF-F;9305;60_PL;37
HF-H;9305;60_PL;64
HH;9305;60_PL;0
FF;9306;60_PL;11
HF-F;9306;60_PL;229
HF-H;9306;60_PL;403
HH;9306;60_PL;33
FF;9313;60_PL;20
HF-F;9313;60_PL;356
HF-H;9313;60_PL;632
HH;9313;60_PL;12
FF;9383;60_PL;12
HF-F;9383;60_PL;301
