TYPMAR2;REGDEP_MAR;MMAR;NBMAR
HF;2861;10;55
HH;2861;10;5
FF;2876;10;4
HF;2876;10;307
HH;2876;10;5
FF;3202;10;0
HF;3202;10;106
HH;3202;10;1
FF;3259;10;15
HF;3259;10;775
HH;3259;10;6
FF;3260;10;3
HF;3260;10;178
HH;3260;10;2
FF;3262;10;11
HF;3262;10;389
HH;3262;10;7
FF;3280;10;1
HF;3280;10;121
HH;3280;10;0
FF;4408;10;0
HF;4408;10;42
HH;4408;10;2
FF;4410;10;0
HF;4410;10;44
HH;4410;10;1
FF;4451;10;0
HF;4451;10;119
HH;4451;10;1
FF;4452;10;0
HF;4452;10;28
HH;4452;10;0
FF;4454;10;2
HF;4454;10;162
HH;4454;10;0
FF;4455;10;2
HF;4455;10;36
HH;4455;10;0
FF;4457;10;5
HF;4457;10;269
HH;4457;10;3
FF;4467;10;1
HF;4467;10;334
HH;4467;10;4
FF;4468;10;3
HF;4468;10;225
HH;4468;10;2
FF;4488;10;1
HF;4488;10;68
HH;4488;10;0
FF;5244;10;9
HF;5244;10;386
HH;5244;10;7
FF;5249;10;2
HF;5249;10;168
HH;5249;10;2
FF;5253;10;1
HF;5253;10;60
HH;5253;10;0
FF;5272;10;2
HF;5272;10;106
HH;5272;10;1
FF;5285;10;8
HF;5285;10;172
HH;5285;10;1
FF;5322;10;5
HF;5322;10;125
HH;5322;10;2
FF;5329;10;5
HF;5329;10;186
HH;5329;10;4
FF;5335;10;5
HF;5335;10;229
HH;5335;10;0
FF;5356;10;2
HF;5356;10;137
HH;5356;10;0
FF;7516;10;1
HF;7516;10;98
HH;7516;10;2
FF;7517;10;2
HF;7517;10;149
HH;7517;10;5
FF;7519;10;0
HF;7519;10;39
HH;7519;10;1
FF;7523;10;0
HF;7523;10;14
HH;7523;10;0
FF;7524;10;3
HF;7524;10;76
HH;7524;10;0
FF;7533;10;13
HF;7533;10;431
HH;7533;10;6
FF;7540;10;5
HF;7540;10;103
HH;7540;10;0
FF;7547;10;0
HF;7547;10;73
HH;7547;10;0
FF;7564;10;6
HF;7564;10;207
HH;7564;10;4
FF;7579;10;1
HF;7579;10;60
HH;7579;10;1
FF;7586;10;2
HF;7586;10;61
HH;7586;10;1
FF;7587;10;1
HF;7587;10;69
HH;7587;10;0
FF;7609;10;0
HF;7609;10;29
HH;7609;10;0
FF;7611;10;1
HF;7611;10;91
HH;7611;10;1
FF;7612;10;2
HF;7612;10;42
HH;7612;10;2
FF;7630;10;3
HF;7630;10;207
HH;7630;10;3
FF;7631;10;8
HF;7631;10;371
HH;7631;10;7
FF;7632;10;1
HF;7632;10;45
HH;7632;10;1
FF;7634;10;7
HF;7634;10;299
HH;7634;10;4
FF;7646;10;0
HF;7646;10;43
HH;7646;10;2
FF;7648;10;0
HF;7648;10;13
HH;7648;10;1
FF;7665;10;1
HF;7665;10;54
HH;7665;10;1
FF;7666;10;2
HF;7666;10;157
HH;7666;10;3
FF;7681;10;2
HF;7681;10;95
HH;7681;10;0
FF;7682;10;2
HF;7682;10;68
HH;7682;10;0
FF;8401;10;4
HF;8401;10;170
HH;8401;10;0
FF;8403;10;1
HF;8403;10;70
HH;8403;10;0
FF;8407;10;2
HF;8407;10;69
HH;8407;10;2
FF;8415;10;0
HF;8415;10;26
HH;8415;10;0
FF;8426;10;3
HF;8426;10;147
HH;8426;10;1
FF;8438;10;7
HF;8438;10;361
HH;8438;10;2
FF;8442;10;3
HF;8442;10;186
HH;8442;10;2
FF;8443;10;0
HF;8443;10;40
HH;8443;10;0
FF;8463;10;0
HF;8463;10;157
HH;8463;10;4
FF;8469;10;7
HF;8469;10;575
HH;8469;10;8
FF;8473;10;1
HF;8473;10;112
HH;8473;10;1
FF;8474;10;3
HF;8474;10;224
HH;8474;10;7
FF;9304;10;0
HF;9304;10;47
HH;9304;10;0
FF;9305;10;2
HF;9305;10;34
HH;9305;10;0
FF;9306;10;3
HF;9306;10;335
HH;9306;10;4
FF;9313;10;8
HF;9313;10;650
HH;9313;10;11
FF;9383;10;5
HF;9383;10;343
HH;9383;10;9
FF;9384;10;2
HF;9384;10;182
HH;9384;10;1
FF;942A;10;1
HF;942A;10;57
HH;942A;10;0
FF;942B;10;1
HF;942B;10;41
HH;942B;10;0
FF;971;10;0
HF;971;10;54
HH;971;10;0
FF;972;10;0
HF;972;10;52
HH;972;10;2
FF;973;10;0
HF;973;10;52
HH;973;10;0
FF;974;10;4
HF;974;10;414
HH;974;10;3
FF;976;10;0
HF;976;10;23
HH;976;10;0
FF;1175;11;11
HF;1175;11;411
HH;1175;11;20
FF;1177;11;0
HF;1177;11;216
HH;1177;11;2
FF;1178;11;3
HF;1178;11;236
HH;1178;11;2
FF;1191;11;2
HF;1191;11;223
HH;1191;11;3
FF;1192;11;3
HF;1192;11;293
HH;1192;11;5
FF;1193;11;4
HF;1193;11;324
HH;1193;11;4
FF;1194;11;0
HF;1194;11;275
HH;1194;11;2
FF;1195;11;1
HF;1195;11;220
HH;1195;11;3
FF;2418;11;1
HF;2418;11;30
HH;2418;11;1
FF;2428;11;1
HF;2428;11;45
HH;2428;11;1
FF;2436;11;1
HF;2436;11;23
HH;2436;11;0
FF;2437;11;1
HF;2437;11;59
HH;2437;11;0
FF;2441;11;0
HF;2441;11;44
HH;2441;11;0
FF;2445;11;1
HF;2445;11;62
HH;2445;11;5
FF;2721;11;1
HF;2721;11;51
HH;2721;11;0
FF;2725;11;1
HF;2725;11;76
HH;2725;11;0
FF;2739;11;0
HF;2739;11;30
HH;2739;11;0
FF;2758;11;0
HF;2758;11;19
HH;2758;11;0
FF;2770;11;0
HF;2770;11;23
HH;2770;11;0
FF;2771;11;1
HF;2771;11;60
HH;2771;11;0
FF;2789;11;0
HF;2789;11;35
HH;2789;11;0
FF;2790;11;1
HF;2790;11;23
HH;2790;11;0
FF;2814;11;3
HF;2814;11;92
HH;2814;11;1
FF;2827;11;2
HF;2827;11;70
HH;2827;11;1
FF;2850;11;0
HF;2850;11;41
HH;2850;11;0
FF;2861;11;2
HF;2861;11;22
HH;2861;11;0
FF;2876;11;5
HF;2876;11;138
HH;2876;11;2
FF;3202;11;1
HF;3202;11;62
HH;3202;11;0
FF;3259;11;7
HF;3259;11;354
HH;3259;11;5
FF;3260;11;3
HF;3260;11;95
HH;3260;11;1
FF;3262;11;5
HF;3262;11;160
HH;3262;11;3
FF;3280;11;0
HF;3280;11;55
HH;3280;11;0
FF;4408;11;2
HF;4408;11;24
HH;4408;11;0
FF;4410;11;1
HF;4410;11;32
HH;4410;11;0
FF;4451;11;2
HF;4451;11;70
HH;4451;11;0
FF;4452;11;1
HF;4452;11;11
HH;4452;11;0
FF;4454;11;1
HF;4454;11;83
HH;4454;11;1
FF;4455;11;0
HF;4455;11;19
HH;4455;11;1
FF;4457;11;1
HF;4457;11;134
HH;4457;11;0
FF;4467;11;1
HF;4467;11;184
HH;4467;11;0
FF;4468;11;1
HF;4468;11;117
HH;4468;11;3
FF;4488;11;0
HF;4488;11;39
HH;4488;11;3
FF;5244;11;3
HF;5244;11;168
HH;5244;11;5
FF;5249;11;3
HF;5249;11;88
HH;5249;11;1
FF;5253;11;1
HF;5253;11;28
HH;5253;11;0
FF;5272;11;0
HF;5272;11;49
HH;5272;11;3
FF;5285;11;3
HF;5285;11;59
HH;5285;11;3
FF;5322;11;1
HF;5322;11;46
HH;5322;11;0
FF;5329;11;1
HF;5329;11;97
HH;5329;11;2
FF;5335;11;2
HF;5335;11;82
HH;5335;11;4
FF;5356;11;0
HF;5356;11;76
HH;5356;11;1
FF;7516;11;1
HF;7516;11;30
HH;7516;11;2
FF;7517;11;2
HF;7517;11;67
HH;7517;11;1
FF;7519;11;1
HF;7519;11;19
HH;7519;11;0
FF;7523;11;0
HF;7523;11;8
HH;7523;11;0
FF;7524;11;0
HF;7524;11;46
HH;7524;11;0
FF;7533;11;6
HF;7533;11;170
HH;7533;11;6
FF;7540;11;2
HF;7540;11;38
HH;7540;11;0
FF;7547;11;0
HF;7547;11;29
HH;7547;11;1
FF;7564;11;1
HF;7564;11;86
HH;7564;11;0
FF;7579;11;0
HF;7579;11;20
HH;7579;11;0
FF;7586;11;2
HF;7586;11;27
HH;7586;11;2
FF;7587;11;2
HF;7587;11;25
HH;7587;11;0
FF;7609;11;0
HF;7609;11;18
HH;7609;11;0
FF;7611;11;2
HF;7611;11;46
HH;7611;11;1
FF;7612;11;2
HF;7612;11;25
HH;7612;11;2
FF;7630;11;1
HF;7630;11;86
HH;7630;11;2
FF;7631;11;6
HF;7631;11;194
HH;7631;11;6
FF;7632;11;0
HF;7632;11;25
HH;7632;11;0
FF;7634;11;3
HF;7634;11;147
HH;7634;11;2
FF;7646;11;0
HF;7646;11;27
HH;7646;11;2
FF;7648;11;0
HF;7648;11;5
HH;7648;11;0
FF;7665;11;0
HF;7665;11;20
HH;7665;11;0
FF;7666;11;1
HF;7666;11;77
HH;7666;11;4
FF;7681;11;0
HF;7681;11;41
HH;7681;11;0
FF;7682;11;2
HF;7682;11;37
HH;7682;11;1
FF;8401;11;6
HF;8401;11;78
HH;8401;11;1
FF;8403;11;0
HF;8403;11;36
HH;8403;11;0
FF;8407;11;2
HF;8407;11;35
HH;8407;11;1
FF;8415;11;0
HF;8415;11;9
HH;8415;11;0
FF;8426;11;0
HF;8426;11;72
HH;8426;11;2
FF;8438;11;2
HF;8438;11;155
HH;8438;11;3
FF;8442;11;0
HF;8442;11;98
HH;8442;11;1
FF;8443;11;0
HF;8443;11;16
HH;8443;11;0
FF;8463;11;3
HF;8463;11;71
HH;8463;11;0
FF;8469;11;9
HF;8469;11;283
HH;8469;11;7
FF;8473;11;0
HF;8473;11;61
HH;8473;11;0
FF;8474;11;4
HF;8474;11;117
HH;8474;11;1
FF;9304;11;0
HF;9304;11;18
HH;9304;11;0
FF;9305;11;1
HF;9305;11;18
HH;9305;11;0
FF;9306;11;3
HF;9306;11;127
HH;9306;11;2
FF;9313;11;2
HF;9313;11;280
HH;9313;11;3
FF;9383;11;6
HF;9383;11;127
HH;9383;11;5
FF;9384;11;2
HF;9384;11;77
HH;9384;11;1
FF;942A;11;0
HF;942A;11;9
HH;942A;11;0
FF;942B;11;0
HF;942B;11;21
HH;942B;11;0
FF;971;11;1
HF;971;11;22
HH;971;11;0
FF;972;11;1
HF;972;11;45
HH;972;11;0
FF;973;11;0
HF;973;11;37
HH;973;11;0
FF;974;11;2
HF;974;11;91
HH;974;11;1
FF;976;11;0
HF;976;11;30
HH;976;11;0
FF;1175;12;11
HF;1175;12;455
HH;1175;12;26
FF;1177;12;3
HF;1177;12;229
HH;1177;12;2
FF;1178;12;2
HF;1178;12;241
HH;1178;12;3
FF;1191;12;2
HF;1191;12;230
HH;1191;12;2
FF;1192;12;5
HF;1192;12;288
HH;1192;12;2
FF;1193;12;2
HF;1193;12;266
HH;1193;12;3
FF;1194;12;1
HF;1194;12;275
HH;1194;12;3
FF;1195;12;0
HF;1195;12;231
HH;1195;12;3
FF;2418;12;0
HF;2418;12;39
HH;2418;12;0
FF;2428;12;1
HF;2428;12;50
HH;2428;12;0
FF;2436;12;0
HF;2436;12;23
HH;2436;12;2
FF;2437;12;2
HF;2437;12;75
HH;2437;12;3
FF;2441;12;0
HF;2441;12;46
HH;2441;12;1
FF;2445;12;1
HF;2445;12;87
HH;2445;12;2
FF;2721;12;1
HF;2721;12;69
HH;2721;12;2
FF;2725;12;1
HF;2725;12;78
HH;2725;12;1
FF;2739;12;0
HF;2739;12;27
HH;2739;12;0
FF;2758;12;0
HF;2758;12;23
HH;2758;12;0
FF;2770;12;1
HF;2770;12;29
HH;2770;12;1
FF;2771;12;0
HF;2771;12;69
HH;2771;12;1
FF;2789;12;0
HF;2789;12;41
HH;2789;12;1
FF;2790;12;0
HF;2790;12;24
HH;2790;12;0
FF;2814;12;3
HF;2814;12;76
HH;2814;12;5
FF;2827;12;4
HF;2827;12;52
HH;2827;12;1
FF;2850;12;1
HF;2850;12;52
HH;2850;12;2
FF;2861;12;1
HF;2861;12;34
HH;2861;12;2
FF;2876;12;7
HF;2876;12;160
HH;2876;12;6
FF;3202;12;1
HF;3202;12;54
HH;3202;12;0
FF;3259;12;2
HF;3259;12;355
HH;3259;12;6
FF;3260;12;1
HF;3260;12;91
HH;3260;12;1
FF;3262;12;4
HF;3262;12;153
HH;3262;12;4
FF;3280;12;0
HF;3280;12;63
HH;3280;12;2
FF;4408;12;2
HF;4408;12;27
HH;4408;12;0
FF;4410;12;1
HF;4410;12;26
HH;4410;12;0
FF;4451;12;0
HF;4451;12;70
HH;4451;12;1
FF;4452;12;0
HF;4452;12;20
HH;4452;12;0
FF;4454;12;0
HF;4454;12;78
HH;4454;12;1
FF;4455;12;0
HF;4455;12;25
HH;4455;12;0
FF;4457;12;1
HF;4457;12;176
HH;4457;12;0
FF;4467;12;2
HF;4467;12;193
HH;4467;12;2
FF;4468;12;0
HF;4468;12;128
HH;4468;12;2
FF;4488;12;0
HF;4488;12;49
HH;4488;12;0
FF;5244;12;2
HF;5244;12;172
HH;5244;12;3
FF;5249;12;2
HF;5249;12;84
HH;5249;12;1
FF;5253;12;0
HF;5253;12;37
HH;5253;12;0
FF;5272;12;3
HF;5272;12;50
HH;5272;12;3
FF;5285;12;0
HF;5285;12;65
HH;5285;12;4
FF;5322;12;1
HF;5322;12;57
HH;5322;12;1
FF;5329;12;0
HF;5329;12;120
HH;5329;12;2
FF;5335;12;2
HF;5335;12;129
HH;5335;12;3
FF;5356;12;2
HF;5356;12;80
HH;5356;12;5
FF;7516;12;0
HF;7516;12;52
HH;7516;12;4
FF;7517;12;1
HF;7517;12;78
HH;7517;12;2
FF;7519;12;0
HF;7519;12;27
HH;7519;12;0
FF;7523;12;0
HF;7523;12;13
HH;7523;12;1
FF;7524;12;0
HF;7524;12;46
HH;7524;12;0
FF;7533;12;3
HF;7533;12;201
HH;7533;12;2
FF;7540;12;0
HF;7540;12;35
HH;7540;12;1
FF;7547;12;1
HF;7547;12;37
HH;7547;12;0
FF;7564;12;2
HF;7564;12;80
HH;7564;12;4
FF;7579;12;0
HF;7579;12;35
HH;7579;12;0
FF;7586;12;1
HF;7586;12;51
HH;7586;12;4
FF;7587;12;1
HF;7587;12;39
HH;7587;12;1
FF;7609;12;0
HF;7609;12;20
HH;7609;12;0
FF;7611;12;1
HF;7611;12;60
HH;7611;12;1
FF;7612;12;0
HF;7612;12;26
HH;7612;12;1
FF;7630;12;2
HF;7630;12;114
HH;7630;12;1
FF;7631;12;2
HF;7631;12;157
HH;7631;12;3
FF;7632;12;0
HF;7632;12;16
HH;7632;12;1
FF;7634;12;1
HF;7634;12;179
HH;7634;12;3
FF;7646;12;2
HF;7646;12;29
HH;7646;12;0
FF;7648;12;0
HF;7648;12;2
HH;7648;12;0
FF;7665;12;0
HF;7665;12;28
HH;7665;12;1
FF;7666;12;3
HF;7666;12;66
HH;7666;12;0
FF;7681;12;3
HF;7681;12;45
HH;7681;12;1
FF;7682;12;1
HF;7682;12;26
HH;7682;12;0
FF;8401;12;0
HF;8401;12;101
HH;8401;12;1
FF;8403;12;0
HF;8403;12;43
HH;8403;12;1
FF;8407;12;1
HF;8407;12;32
HH;8407;12;1
FF;8415;12;0
HF;8415;12;15
HH;8415;12;0
FF;8426;12;2
HF;8426;12;84
HH;8426;12;0
FF;8438;12;4
HF;8438;12;199
HH;8438;12;3
FF;8442;12;2
HF;8442;12;86
HH;8442;12;0
FF;8443;12;0
HF;8443;12;18
HH;8443;12;2
FF;8463;12;1
HF;8463;12;66
HH;8463;12;1
FF;8469;12;4
HF;8469;12;290
HH;8469;12;5
FF;8473;12;1
HF;8473;12;83
HH;8473;12;1
FF;8474;12;5
HF;8474;12;144
HH;8474;12;3
FF;9304;12;0
HF;9304;12;21
HH;9304;12;1
FF;9305;12;0
HF;9305;12;23
HH;9305;12;0
FF;9306;12;3
HF;9306;12;195
HH;9306;12;7
FF;9313;12;2
HF;9313;12;294
HH;9313;12;3
FF;9383;12;5
HF;9383;12;126
HH;9383;12;5
FF;9384;12;0
HF;9384;12;81
HH;9384;12;0
FF;942A;12;0
HF;942A;12;16
HH;942A;12;0
FF;942B;12;0
HF;942B;12;24
HH;942B;12;0
FF;971;12;0
HF;971;12;198
HH;971;12;0
FF;972;12;2
HF;972;12;237
HH;972;12;0
FF;973;12;1
HF;973;12;85
HH;973;12;0
FF;974;12;4
HF;974;12;524
HH;974;12;7
FF;976;12;0
HF;976;12;35
HH;976;12;0
FF;1175;AN;150
HF;1175;AN;7658
HH;1175;AN;396
FF;1177;AN;61
HF;1177;AN;4835
HH;1177;AN;50
FF;1178;AN;56
HF;1178;AN;4684
HH;1178;AN;38
FF;1191;AN;46
HF;1191;AN;4146
HH;1191;AN;26
FF;1192;AN;68
HF;1192;AN;5502
HH;1192;AN;75
FF;1193;AN;42
HF;1193;AN;5103
HH;1193;AN;46
FF;1194;AN;54
HF;1194;AN;4600
HH;1194;AN;53
FF;1195;AN;30
HF;1195;AN;4415
HH;1195;AN;24
FF;2418;AN;10
HF;2418;AN;865
HH;2418;AN;9
FF;2428;AN;13
HF;2428;AN;1299
HH;2428;AN;11
FF;2436;AN;8
HF;2436;AN;579
HH;2436;AN;7
FF;2437;AN;41
HF;2437;AN;1902
HH;2437;AN;27
FF;2441;AN;14
HF;2441;AN;983
HH;2441;AN;7
FF;2445;AN;32
HF;2445;AN;2085
HH;2445;AN;27
FF;2721;AN;27
HF;2721;AN;1572
HH;2721;AN;19
FF;2725;AN;26
HF;2725;AN;1644
HH;2725;AN;17
FF;2739;AN;14
HF;2739;AN;779
HH;2739;AN;7
FF;2758;AN;6
HF;2758;AN;563
HH;2758;AN;10
FF;2770;AN;13
HF;2770;AN;697
HH;2770;AN;10
FF;2771;AN;19
HF;2771;AN;1617
HH;2771;AN;17
FF;2789;AN;16
HF;2789;AN;1037
HH;2789;AN;15
FF;2790;AN;4
HF;2790;AN;483
HH;2790;AN;3
FF;2814;AN;43
HF;2814;AN;2220
HH;2814;AN;35
FF;2827;AN;36
HF;2827;AN;2033
HH;2827;AN;30
FF;2850;AN;18
HF;2850;AN;1412
HH;2850;AN;28
FF;2861;AN;11
HF;2861;AN;795
HH;2861;AN;19
FF;2876;AN;71
HF;2876;AN;3845
HH;2876;AN;57
FF;3202;AN;27
HF;3202;AN;1462
HH;3202;AN;11
FF;3259;AN;155
HF;3259;AN;8438
HH;3259;AN;99
FF;3260;AN;32
HF;3260;AN;2359
HH;3260;AN;21
FF;3262;AN;105
HF;3262;AN;4483
HH;3262;AN;58
FF;3280;AN;25
HF;3280;AN;1507
HH;3280;AN;16
FF;4408;AN;14
HF;4408;AN;706
HH;4408;AN;8
FF;4410;AN;15
HF;4410;AN;861
HH;4410;AN;6
FF;4451;AN;19
HF;4451;AN;1637
HH;4451;AN;13
FF;4452;AN;4
HF;4452;AN;462
HH;4452;AN;4
FF;4454;AN;36
HF;4454;AN;2217
HH;4454;AN;25
FF;4455;AN;4
HF;4455;AN;507
HH;4455;AN;4
FF;4457;AN;45
HF;4457;AN;3470
HH;4457;AN;23
FF;4467;AN;44
HF;4467;AN;3956
HH;4467;AN;27
FF;4468;AN;28
HF;4468;AN;2672
HH;4468;AN;20
FF;4488;AN;11
HF;4488;AN;1013
HH;4488;AN;11
FF;5244;AN;92
HF;5244;AN;4502
HH;5244;AN;78
FF;5249;AN;42
HF;5249;AN;2560
HH;5249;AN;22
FF;5253;AN;12
HF;5253;AN;870
HH;5253;AN;5
FF;5272;AN;37
HF;5272;AN;1538
HH;5272;AN;24
FF;5285;AN;55
HF;5285;AN;2279
HH;5285;AN;36
FF;5322;AN;42
HF;5322;AN;1714
HH;5322;AN;15
FF;5329;AN;54
HF;5329;AN;2612
HH;5329;AN;30
FF;5335;AN;59
HF;5335;AN;2978
HH;5335;AN;40
FF;5356;AN;41
HF;5356;AN;2357
HH;5356;AN;23
FF;7516;AN;20
HF;7516;AN;1069
HH;7516;AN;19
FF;7517;AN;56
HF;7517;AN;2119
HH;7517;AN;37
FF;7519;AN;12
HF;7519;AN;663
HH;7519;AN;13
FF;7523;AN;8
HF;7523;AN;270
HH;7523;AN;2
FF;7524;AN;26
HF;7524;AN;1302
HH;7524;AN;17
FF;7533;AN;120
HF;7533;AN;5363
HH;7533;AN;89
FF;7540;AN;31
HF;7540;AN;1337
HH;7540;AN;10
FF;7547;AN;18
HF;7547;AN;961
HH;7547;AN;11
FF;7564;AN;43
HF;7564;AN;1890
HH;7564;AN;35
FF;7579;AN;15
HF;7579;AN;926
HH;7579;AN;8
FF;7586;AN;28
HF;7586;AN;1103
HH;7586;AN;14
FF;7587;AN;23
HF;7587;AN;958
HH;7587;AN;17
FF;7609;AN;14
HF;7609;AN;450
HH;7609;AN;12
FF;7611;AN;26
HF;7611;AN;1211
HH;7611;AN;12
FF;7612;AN;19
HF;7612;AN;814
HH;7612;AN;13
FF;7630;AN;51
HF;7630;AN;2675
HH;7630;AN;48
FF;7631;AN;108
HF;7631;AN;4108
HH;7631;AN;76
FF;7632;AN;11
HF;7632;AN;600
HH;7632;AN;10
FF;7634;AN;103
HF;7634;AN;3902
HH;7634;AN;71
FF;7646;AN;9
HF;7646;AN;552
HH;7646;AN;7
FF;7648;AN;6
HF;7648;AN;178
HH;7648;AN;1
FF;7665;AN;14
HF;7665;AN;607
HH;7665;AN;8
FF;7666;AN;34
HF;7666;AN;1558
HH;7666;AN;37
FF;7681;AN;27
HF;7681;AN;1102
HH;7681;AN;12
FF;7682;AN;18
HF;7682;AN;832
HH;7682;AN;9
FF;8401;AN;34
HF;8401;AN;2129
HH;8401;AN;18
FF;8403;AN;13
HF;8403;AN;961
HH;8403;AN;10
FF;8407;AN;20
HF;8407;AN;1064
HH;8407;AN;15
FF;8415;AN;7
HF;8415;AN;357
HH;8415;AN;4
FF;8426;AN;36
HF;8426;AN;1916
HH;8426;AN;21
FF;8438;AN;74
HF;8438;AN;4193
HH;8438;AN;40
FF;8442;AN;27
HF;8442;AN;2383
HH;8442;AN;26
FF;8443;AN;6
HF;8443;AN;676
HH;8443;AN;5
FF;8463;AN;35
HF;8463;AN;1837
HH;8463;AN;32
FF;8469;AN;109
HF;8469;AN;6233
HH;8469;AN;82
FF;8473;AN;23
HF;8473;AN;1440
HH;8473;AN;10
FF;8474;AN;51
HF;8474;AN;2875
HH;8474;AN;35
FF;9304;AN;11
HF;9304;AN;544
HH;9304;AN;11
FF;9305;AN;11
HF;9305;AN;484
HH;9305;AN;1
FF;9306;AN;57
HF;9306;AN;3789
HH;9306;AN;75
FF;9313;AN;105
HF;9313;AN;7312
HH;9313;AN;80
FF;9383;AN;77
HF;9383;AN;4032
HH;9383;AN;65
FF;9384;AN;34
HF;9384;AN;2158
HH;9384;AN;21
FF;942A;AN;5
HF;942A;AN;525
HH;942A;AN;4
FF;942B;AN;8
HF;942B;AN;575
HH;942B;AN;1
FF;971;AN;5
HF;971;AN;918
HH;971;AN;2
FF;972;AN;3
HF;972;AN;1045
HH;972;AN;4
FF;973;AN;3
HF;973;AN;613
HH;973;AN;3
FF;974;AN;29
HF;974;AN;2957
HH;974;AN;18
FF;976;AN;0
HF;976;AN;334
HH;976;AN;3
FF;11XX;01;23
HF;11XX;01;1918
HH;11XX;01;58
FF;24XX;01;4
HF;24XX;01;207
HH;24XX;01;4
FF;27XX;01;6
HF;27XX;01;207
HH;27XX;01;2
FF;28XX;01;7
HF;28XX;01;252
HH;28XX;01;6
FF;32XX;01;7
HF;32XX;01;487
HH;32XX;01;6
FF;44XX;01;6
HF;44XX;01;472
HH;44XX;01;5
FF;52XX;01;6
HF;52XX;01;297
HH;52XX;01;2
FF;53XX;01;13
HF;53XX;01;217
HH;53XX;01;6
FF;75XX;01;12
HF;75XX;01;467
HH;75XX;01;14
FF;76XX;01;11
HF;76XX;01;558
HH;76XX;01;12
FF;84XX;01;14
HF;84XX;01;778
HH;84XX;01;11
FF;93XX;01;8
HF;93XX;01;595
HH;93XX;01;10
FF;94XX;01;1
HF;94XX;01;26
HH;94XX;01;0
FF;97XX;01;5
HF;97XX;01;365
HH;97XX;01;1
FF;11XX;02;39
HF;11XX;02;2000
HH;11XX;02;41
FF;24XX;02;1
HF;24XX;02;249
HH;24XX;02;1
FF;27XX;02;4
HF;27XX;02;285
HH;27XX;02;2
FF;28XX;02;2
HF;28XX;02;293
HH;28XX;02;7
FF;32XX;02;14
HF;32XX;02;579
HH;32XX;02;7
FF;44XX;02;9
HF;44XX;02;633
HH;44XX;02;10
FF;52XX;02;8
HF;52XX;02;349
HH;52XX;02;4
FF;53XX;02;7
HF;53XX;02;316
HH;53XX;02;2
FF;75XX;02;10
HF;75XX;02;538
HH;75XX;02;11
FF;76XX;02;34
HF;76XX;02;614
HH;76XX;02;16
FF;84XX;02;16
HF;84XX;02;904
HH;84XX;02;10
FF;93XX;02;18
HF;93XX;02;626
HH;93XX;02;9
FF;94XX;02;1
HF;94XX;02;36
HH;94XX;02;0
FF;97XX;02;2
HF;97XX;02;304
HH;97XX;02;1
FF;11XX;03;35
HF;11XX;03;2262
HH;11XX;03;45
FF;24XX;03;3
HF;24XX;03;277
HH;24XX;03;2
FF;27XX;03;4
HF;27XX;03;326
HH;27XX;03;3
FF;28XX;03;3
HF;28XX;03;324
HH;28XX;03;6
FF;32XX;03;10
HF;32XX;03;636
HH;32XX;03;10
FF;44XX;03;6
HF;44XX;03;693
HH;44XX;03;10
FF;52XX;03;13
HF;52XX;03;377
HH;52XX;03;10
FF;53XX;03;10
HF;53XX;03;307
HH;53XX;03;2
FF;75XX;03;14
HF;75XX;03;593
HH;75XX;03;13
FF;76XX;03;18
HF;76XX;03;744
HH;76XX;03;14
FF;84XX;03;21
HF;84XX;03;1132
HH;84XX;03;15
FF;93XX;03;8
HF;93XX;03;728
HH;93XX;03;11
FF;94XX;03;0
HF;94XX;03;42
HH;94XX;03;2
FF;97XX;03;3
HF;97XX;03;216
HH;97XX;03;1
FF;11XX;04;36
HF;11XX;04;2462
HH;11XX;04;62
FF;24XX;04;8
HF;24XX;04;417
HH;24XX;04;6
FF;27XX;04;6
HF;27XX;04;389
HH;27XX;04;5
FF;28XX;04;11
HF;28XX;04;536
HH;28XX;04;6
FF;32XX;04;19
HF;32XX;04;774
HH;32XX;04;13
FF;44XX;04;12
HF;44XX;04;837
HH;44XX;04;10
FF;52XX;04;12
HF;52XX;04;606
HH;52XX;04;8
FF;53XX;04;11
HF;53XX;04;502
HH;53XX;04;8
FF;75XX;04;24
HF;75XX;04;827
HH;75XX;04;13
FF;76XX;04;21
HF;76XX;04;916
HH;76XX;04;4
FF;84XX;04;24
HF;84XX;04;1410
HH;84XX;04;18
FF;93XX;04;15
HF;93XX;04;921
HH;93XX;04;10
FF;94XX;04;0
HF;94XX;04;49
HH;94XX;04;1
FF;97XX;04;2
HF;97XX;04;373
HH;97XX;04;0
FF;11XX;05;54
HF;11XX;05;3923
HH;11XX;05;63
FF;24XX;05;11
HF;24XX;05;680
HH;24XX;05;9
FF;27XX;05;6
HF;27XX;05;736
HH;27XX;05;10
FF;28XX;05;25
HF;28XX;05;970
HH;28XX;05;11
FF;32XX;05;30
HF;32XX;05;1638
HH;32XX;05;19
FF;44XX;05;19
HF;44XX;05;1657
HH;44XX;05;11
FF;52XX;05;27
HF;52XX;05;1210
HH;52XX;05;13
FF;53XX;05;27
HF;53XX;05;984
HH;53XX;05;10
FF;75XX;05;40
HF;75XX;05;1600
HH;75XX;05;24
FF;76XX;05;35
HF;76XX;05;1475
HH;76XX;05;24
FF;84XX;05;44
HF;84XX;05;2223
HH;84XX;05;27
FF;93XX;05;31
HF;93XX;05;1620
HH;93XX;05;23
FF;94XX;05;4
HF;94XX;05;64
HH;94XX;05;0
FF;97XX;05;1
